stt,name,business_id,website,email,phone,address,postal_code,city,province,keyword,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url
68,Services Netto Oy,3170630-5,https://servicesnetto.com,asiakaspalvelu@servicesnetto.com,045 661 2870,Teerisuonkuja 1,00700,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,88999,Muualla luokittelematon muu monenlainen sosiaalihuollon avopalvelutoiminta,"Hygienia-alan palvelut, saniteettialan palvelut; Korkeapainepesu; Kotisiivous; Mattojen puhdistus ja huolto; Otsonointi; Pesula; Pesulat kotitalouksille; Pesulat yrityksille ja julkiselle sektorille; Puhdistuspalvelu; Siivouspalvelu",Osakeyhtiö,1316,40,27,,,https://www.finder.fi/yritys/3549451
69,Omegayksi Oy,3101703-2,https://www.omegayksi.fi,info@omegayksi.fi,044 244 2642,Sinikalliontie 3 D 59,02630,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,88101,"Ikääntyneiden, vammaisten ja kehitysvammaisten kotihoito",Kotihoito,Osakeyhtiö,3558,42,-13,https://www.facebook.com/people/Omegayksi-Oy/100094279863502/,,https://www.finder.fi/yritys/3344479
70,Omegayksi Oy,3101703-2,https://www.omegayksi.fi,info@omegayksi.fi,044 244 2642,Vanha Hämeentie 42,20540,TURKU,Uudenmaan maakunta,Henkilöstövuokraus,,,Kotihoito,Osakeyhtiö,3558,42,-13,https://www.facebook.com/people/Omegayksi-Oy/100094279863502/,,https://www.finder.fi/yritys/4032437
71,Annan Töitä Oy,2883219-1,https://bondata.fi,raahe@bondata.fi,044 370 0009,Sovionkatu 12-14,92100,RAAHE,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,785,8,14,https://www.facebook.com/BondataRaahe/,https://www.linkedin.com/company/bondata-henkilostopalvelut/posts/?feedView=all,https://www.finder.fi/yritys/3204300
72,Asrax Oy,3103681-5,https://www.Asrax.fi,Info@asrax.fi,044 230 9873,,02630,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,41000,Talonrakentaminen,Henkilöstövuokraus; Laatoitustyöt; Rakennusliike; Rakennustelineet,Osakeyhtiö,1021,16,13,http://facebook.com/Asraxoy,https://fi.linkedin.com/company/remax-rakennus-oy?trk=public_profile_experience-item_profile-section-card_image-click,https://www.finder.fi/yritys/3346009
73,MSP-Kuljetus Oy,1749985-6,https://mspkuljetus.fi,mika.peltonen@mspkuljetus.fi,040 777 2779,Ahteentaantie 421,21140,RYMÄTTYLÄ,Varsinais-Suomen maakunta,Henkilöstövuokraus,50200,Meri- ja rannikkovesiliikenteen tavarankuljetus,Merikuljetuskalusto,Osakeyhtiö,153,2,1,http://facebook.com/mspkuljetus/,,https://www.finder.fi/yritys/881809
74,PRV Asennus Oy,3419300-7,https://www.prv-asennus.fi,mika.raisanen@prv-asennus.fi,044 337 3079,Näverinkatu 9 B,50170,MIKKELI,Etelä-Savon maakunta,Henkilöstövuokraus,33200,Teollisuuden koneiden ja laitteiden asennus,Teollisuuden kunnossapito,Osakeyhtiö,993,13,35,,,https://www.finder.fi/yritys/4077385
75,Pirkanmaan Hitsauspalvelu Oy,3529262-1,https://pirkanmaanhitsauspalvelu.fi,pasi@pirkanmaanhitsauspalvelu.fi,050 313 3628,,38460,SASTAMALA,Pirkanmaan maakunta,Henkilöstövuokraus,25110,Metallirakenteiden ja niiden osien valmistus,Konepajateollisuus ja metallityöt,Osakeyhtiö,67,1,9,,,https://www.finder.fi/yritys/4199416
76,Canko Ab,2797042-9,https://www.canko.fi,info@canko.fi,040 146 0377,Choraeusgatan 13 A 302,68600,PIETARSAARI,Pohjanmaan maakunta,Henkilöstövuokraus,22260,Muiden muovituotteiden valmistus,Muovin valmistus,Osakeyhtiö,4473,61,187,,,https://www.finder.fi/yritys/3152010
77,Apukädex Oy,3281271-6,https://www.apukadex.fi,pasi@apukadex.fi,044 981 3174,Leppäkaarteentie 41 C 16,71850,LEPPÄKAARRE,Pohjois-Savon maakunta,Henkilöstövuokraus,43220,"Lämpö-, vesijohto- ja ilmastointiasennus","Kylmäkoneasennus, kylmäkonehuolto",Osakeyhtiö,96,1,,https://www.facebook.com/apukadexoy/,,https://www.finder.fi/yritys/3810601
78,TS-Talotecs Oy,1631196-2,https://www.tstalotecs.fi,tstalotecs@outlook.com,040 036 9304,Lyijykatu 11,05800,HYVINKÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,43999,Muu muualla luokittelematon monenlainen erikoistunut rakennustoiminta,Maalausliike,Osakeyhtiö,1239,19,-95,,,https://www.finder.fi/yritys/937611
79,Talent Center Oy,2359436-6,https://www.talentcenter.fi,jari.nokkonen@talentcenter.fi,040 523 2930,Konepajanranta 4,28100,PORI,Satakunnan maakunta,Henkilöstövuokraus,70200,Liikkeenjohdon konsultointi,Työsuhdepalvelut,Osakeyhtiö,,4,-31,http://facebook.com/talentcenter,https://www.linkedin.com/company/talent-center-oy/,https://www.finder.fi/yritys/2433322
80,Talent Center Oy,2359436-6,https://www.talentcenter.fi,johanna.makela@talentcenter.fi,040 523 2930,Mannerheimintie 109,00280,HELSINKI,Satakunnan maakunta,Henkilöstövuokraus,,,Työsuhdepalvelut,Osakeyhtiö,,4,-31,,,https://www.finder.fi/yritys/3980054
81,Mikonsju Oy,2274700-9,https://www.mikonsju.fi,mikonsju2@gmail.com,040 773 9437,Nosturinkatu 7,53300,LAPPEENRANTA,Etelä-Karjalan maakunta,Henkilöstövuokraus,81300,Maisemanhoitopalvelut,Koneurakointi,Osakeyhtiö,3199,23,55,,,https://www.finder.fi/yritys/2196547
82,Rakennus Nova Oy,3181621-3,https://www.rakennusnova.fi,info@rakennusnova.fi,044 047 7940,Kaislatie 25,26510,RAUMA,Satakunnan maakunta,Henkilöstövuokraus,41000,Talonrakentaminen,"Autotalli; Betonityöt; Elementtiasennus; Kirvesmiehet; Rakennusliike; Raudoitus, betoniraudoitus; Talonrakennus",Osakeyhtiö,46,,-13,https://www.facebook.com/102668028457355,,https://www.finder.fi/yritys/3556125
83,Go On Kalajoki Oy,3265457-8,https://bondata.fi,kalajoki@bondata.fi,044 370 0009,Matkailutie 312,85100,KALAJOKI,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Rekrytointi,Osakeyhtiö,863,25,30,https://www.facebook.com/BondataKalajoki/,https://www.linkedin.com/company/bondata-henkilostopalvelut/posts/?feedView=all,https://www.finder.fi/yritys/3773969
84,FR Wood Oy,3424754-6,,lauri.raja@frwood.fi,050 516 0765,Telakkatie 6,49400,HAMINA,Kymenlaakson maakunta,Henkilöstövuokraus,16110,Puun sahaus ja höyläys,Puutavara,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4082440
85,Tepjo Oy,2812826-8,https://www.tepjo.fi,rekry@tepjo.fi,08 613 9970,Paljetie 4 2. kerros,90140,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,77320,Rakennuskoneiden ja -laitteiden vuokraus ja leasing,Rakennuskonevuokraamo,Osakeyhtiö,2852,35,-59,https://www.facebook.com/Rekrytointitiimi,,https://www.finder.fi/yritys/3160099
86,Yrjanan Oy,3141550-8,https://yrjanan.fi,samuli.yrjana@yrjanan.fi,040 419 0523,Repolantie 11,92910,TAVASTKENKÄ,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Maanviljely,Osakeyhtiö,4120,99,362,,,https://www.finder.fi/yritys/3494542
87,Sercado Group Oy,1545400-5,https://www.sercadogroup.fi,sercado@sercadogroup.fi,040 724 1313,,00640,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,70200,Liikkeenjohdon konsultointi,Henkilöstövuokraus; Liikkeenjohdon konsultointi,Osakeyhtiö,27,1,-8,,,https://www.finder.fi/yritys/487047
88,Arma Henkilöstövuokraus Oy,2950019-9,https://www.armasecurity.fi,arto.jokinen@pp1.inet.fi,,Linnuntie 3,44120,ÄÄNEKOSKI,Keski-Suomen maakunta,Henkilöstövuokraus,80010,Etsiväpalvelut ja yksityiset turvallisuuspalvelut,"Turvallisuustuotteet, turvallisuuspalvelut",Osakeyhtiö,58,1,1,,,https://www.finder.fi/yritys/3254325
89,Lapin Henkilöstövuokraus,2085512-9,,suopajarvi.pekka2@gmail.com,045 112 0264,,,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,02100,Metsänhoito,Metsäpalvelut,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/1604068
90,henkilöstövuokraus KP Oy,3328400-3,,farhat.frutan1@gmail.com,040 853 8141,Matarinkuja 3,01400,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,96999,Muu muualla luokittelematon monenlainen henkilökohtainen palvelutoiminta,,Osakeyhtiö,574,,27,,,https://www.finder.fi/yritys/3960859
91,A-voima Tampere Oy,3418792-6,https://apuvoima.com,roope.oksanen@apuvoima.com,040 074 0818,Tullikatu 6,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4546,92,318,,,https://www.finder.fi/yritys/4076770
92,A-voima Turku Oy,3418802-1,https://apuvoima.com,juha.oksanen@apuvoima.com,040 094 6007,Maariankatu 2,20100,TURKU,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,794,16,35,,,https://www.finder.fi/yritys/4076771
93,ATA-Henkilöstöpalvelut Oy,2938505-5,https://atarekry.fi,harri.apell@atarekry.fi,044 275 0700,Volttikatu 6,70700,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3107,75,7,,,https://www.finder.fi/yritys/3244081
94,Aaltovoima Oy,3123782-8,https://aaltovoima.fi,,045 266 9880,Linnoitustie 3,02600,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2542,48,-66,,,https://www.finder.fi/yritys/3371707
95,Adecco Finland Oy,1042464-0,https://www.adecco.fi,adecco@adecco.fi,046 710 2500,"Kuortaneenkatu 2 , 2. krs",00510,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,61390,119,-958,,,https://www.finder.fi/yritys/123978
96,Agrells Oy,3387465-2,,info@agrells.fi,044 983 6404,Agronominkatu 1 B 56,00790,HELSINKI,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,7,,,,,https://www.finder.fi/yritys/4038057
97,Ahkera Henkilöstöpalvelut Oy,3155475-1,https://ahkeracrew.fi,pilvi@ahkeracrew.fi,050 544 8888,Teiskontie 22-24 LH 4,33540,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1378,106,8,,,https://www.finder.fi/yritys/3512987
98,AiCan Oy,2474647-2,https://www.aican.fi,info@aican.fi,050 351 6659,Hatanpään Valtatie 26,33100,TAMPERE,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4256,8,33,,,https://www.finder.fi/yritys/2687992
99,Alrekry Oy,1907700-8,https://www.alrekry.fi,alrekry@alrekry.fi,09 851 4466,Turkhaudantie 5,00700,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1461,5,81,,,https://www.finder.fi/yritys/183575
100,Amiko Lahti Oy,2652320-5,https://www.amiko.fi,info@amiko.fi,050 527 6270,Hämeenkatu 13,15110,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3431,,38,,,https://www.finder.fi/yritys/3039387
101,Amiko Vantaa Oy,2652321-3,https://www.amiko.fi,info@amiko.fi,040 715 5335,Pasilanraitio 7,00240,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4086,80,-164,,,https://www.finder.fi/yritys/3039388
102,Antonin Routa Tmi,2932314-5,,antonin.routa@hotmail.com,044 299 6030,Rekolantie 54 B,01400,VANTAA,Keski-Suomen maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3240416
103,Anytime Palvelut Oy,1770241-2,https://anytime.fi,toimisto@anytime.fi,,Ahertajankatu 12,04440,JÄRVENPÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2368,32,80,,,https://www.finder.fi/yritys/324097
104,Apupalvelut Karjula Oy,3256731-9,,apupalvelut.jaakkokarjula@outlook.com,,,,OULU,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,,,,https://www.finder.fi/yritys/3756192
105,Oy Arctic Staff Service Ltd,2717781-8,https://www.arcticstaff.com,info@samiankkuri.com,040 772 7737,Alakorkalontie 393,96700,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,509,12,3,,,https://www.finder.fi/yritys/3099454
106,Arica Henkilöstövuokraus,2722626-1,,info@arica.fi,044 986 7277,Puttehevosentie 5,24800,HALIKKO,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3102237
107,Armstrong Next Oy,3414200-7,,annala@armstrong.fi,050 444 4455,Valssipadonraitti 3,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,753,5,3,,,https://www.finder.fi/yritys/4071635
108,Arsenaali Oy,2870794-8,https://www.arsenaali.fi,hr@arsenaali.fi,020 730 9600,Niittyläntie 9,00620,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,10855,317,7,,,https://www.finder.fi/yritys/3196716
109,Arwo Rekry Oy,3531408-5,https://www.arworekry.fi,miia@arworekry.fi,041 328 0459,Viinikankatu 47,33800,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4201280
110,Atmosphere Oy,3187731-5,,atmosphereposti@gmail.com,,Hulikanperä 11,37570,LEMPÄÄLÄ,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,37,2,3,,,https://www.finder.fi/yritys/3562403
111,BJS Consulting Oy,3232378-7,,stefub@outlook.com,050 357 3718,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,29,,17,,,https://www.finder.fi/yritys/3648575
112,Barona Lounais-Suomi Oy,2242000-6,https://barona.fi,info@barona.fi,020 198 3460,Yliopistonkatu 29 B,20100,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,322,6,271,,,https://www.finder.fi/yritys/2094384
113,Benevan Oy,3208709-1,https://benevan.fi,toimisto@benevan.fi,,,15230,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2949,60,-22,,,https://www.finder.fi/yritys/3585636
114,Biisoni Group Oy,2377044-6,https://www.biisoni.fi,info@biisoni.fi,,Hermannin rantatie 12 B,00580,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2986,489,737,,,https://www.finder.fi/yritys/2478048
115,Birn+Partners Finland Oy,2629479-9,https://www.birn-partners.com,mmi@birn-partners.com,044 383 3333,Klovinpellontie 1-3,02180,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,1058,2,-30,,,https://www.finder.fi/yritys/2913474
116,Bolt.Works Oy,2041555-3,https://www.bolt.works,myynti@bolt.works,040 071 8065,Atomitie 2 B,00370,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,97529,1946,-65,,,https://www.finder.fi/yritys/1519995
117,Bondata Keski-Suomi Oy,2692336-4,https://www.innolink.fi,,010 633 0200,Åkerlundinkatu 11,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1197,28,86,,,https://www.finder.fi/yritys/3079342
118,Bondata Länsi Oy,2622488-9,https://www.innolink.fi,,010 633 0200,Åkerlundinkatu 11,33100,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3559,105,27,,,https://www.finder.fi/yritys/2925494
119,Bondata Oulu Oy,2296972-8,https://www.bondata.fi,salla.kemppainen@bondata.fi,040 054 8811,Koulukatu 17,90100,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3259,41,,,,https://www.finder.fi/yritys/2261399
120,Bondata Seinäjoki Oy,2501602-5,https://henkilostopalvelut.bondata.fi,seinajoki@bondata.fi,040 018 2668,Puskantie 12,60100,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2363,57,9,,,https://www.finder.fi/yritys/2776696
121,Bondata Uusimaa Oy,3571309-4,https://www.bondata.fi,,,Itämerenkatu 5,00180,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,278,,-104,,,https://www.finder.fi/yritys/4242711
122,Brimus Oy,1822451-2,https://www.dogbrake.fi,info@it-parkki.fi,044 790 1309,Tilhikuja 2,90460,OULUNSALO,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,294,,,,,https://www.finder.fi/yritys/480005
123,Carit Works Oy,3268237-6,https://www.caritworks.fi,mikko@caritworks.fi,040 154 4455,,,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,357,19,-54,,,https://www.finder.fi/yritys/3778841
124,Carrot Pohjanmaa Oy,2236863-1,https://www.carrot.fi,info@carrot.fi,040 021 6657,Rauhankatu 4,65100,VAASA,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2311,55,-90,,,https://www.finder.fi/yritys/2092316
125,Clevry Business Services Oy,2555030-8,https://www.clevry.com/fi,,,Annankatu 34,00100,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2542,29,,,,https://www.finder.fi/yritys/2820697
126,Clevry Finland Oy,2554996-4,https://www.clevry.com/fi,,,Annankatu 34,00100,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2594,33,,,,https://www.finder.fi/yritys/2820695
127,Clevry International Oy,1937763-3,https://www.clevry.com/fi,,045 490 9017,Annankatu 34,00100,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4147,15,-1,,,https://www.finder.fi/yritys/735285
128,Clevry Talent Relations Oy,2554992-1,https://www.clevry.com/fi,,,Annankatu 34,00100,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2072,16,,,,https://www.finder.fi/yritys/2820693
129,Collate Oy,3332023-8,https://www.collate.fi,benjamin@collate.fi,045 121 3913,,,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,41000,Talonrakentaminen,Henkilöstövuokraus,Osakeyhtiö,605,1,-9,,,https://www.finder.fi/yritys/3966199
130,Craftman Oy,2421301-9,https://craftman.fi,miika.heikkinen@craftman.fi,040 015 3726,Limingantie 2 B 2,90400,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,7120,102,364,,,https://www.finder.fi/yritys/2563666
131,Dobra Finland Oy Ab,2994719-3,https://dobrafinland.fi,info@dobrafinland.fi,044 787 8782,Asematie 1,68600,PIETARSAARI,Pohjanmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1961,48,-88,,,https://www.finder.fi/yritys/3286985
132,Doctors by Eezy Oy,2682673-2,https://www.eezy.fi,,,Maistraatinportti 1,00240,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,988,7,-2,,,https://www.finder.fi/yritys/3069401
133,DoveWorks Oy,3418780-3,https://www.doveworks.fi,info@doveworks.fi,,,,HYVINKÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,428,,62,,,https://www.finder.fi/yritys/4076768
134,Dream Team AH Oy,3231434-6,https://www.dreamteamah.fi,info@dreamteamah.fi,044 984 9196,Kielotie 15 D 1,01300,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,57,,-65,,,https://www.finder.fi/yritys/3646379
135,DuuniSawo Oy,3500934-7,https://www.eezy.fi,,040 352 0021,Tulliportinkatu 8,70100,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3154,76,22,,,https://www.finder.fi/yritys/4167549
