orgnr,name,legal_name,phone,phone_all,email,website,address,postal_code,city,municipality,county,region,employees,contact_name,contact_role,revenue,profit,currency,status,company_id,proff_url,brreg_url,Check gui,nace_code,nace_name,legal_form,status_brreg
'991441654,Falck Norge AS avd Averøy Averøyveien 34,Falck Norge AS avd Averøy Averøyveien 34,'+4797409910,,kundesenter.norge@falck.com,https://www.falck.com,Averøyveien 34,6530,Averøy,Averøy,Møre og Romsdal,Vestlandet,,,,,,NOK,,IFHZLQF10LU,https://www.proff.no/selskap/falck-norge-as-avd-aver%C3%B8y-aver%C3%B8yveien-34/aver%C3%B8y/arbeidskrafttjenester/IFHZLQF10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/991441654,OK,86.992,Forebyggende helsearbeid,AS,Aktiv
'921861834,V. Group Global (Singapore) Pte. Ltd. Nuf,V. Group Global (Singapore) Pte. Ltd. Nuf,,,,,"300 Beach Road,The Concourse #21-03 SINGAPORE",,,,,,,Mohammed Jarjees Thameem Ansari,Daglig leder,572935,5536,SGD,,IF8UP5610LU,https://www.proff.no/selskap/v.-group-global-singapore-pte.-ltd.-nuf/-/arbeidskrafttjenester/IF8UP5610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/921861834,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'990918198,Mde Stavanger AS,Mde Stavanger AS,'51201000,'51201000,post@mde-group.com,https://www.mde.no,Kontorveien 15,4033,Stavanger,Stavanger,Rogaland,Vestlandet,92,Gunn Helen Sandanger Gilje,Daglig leder,572423,12723,NOK,,IGDYTDI10LU,https://www.proff.no/selskap/mde-stavanger-as/stavanger/arbeidskrafttjenester/IGDYTDI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/990918198,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'987794828,Adecco Industri AS avd Stavanger,Adecco Industri AS avd Stavanger,'23290000,'23290000,,,Vassbotnen 23,4033,Stavanger,Stavanger,Rogaland,Vestlandet,,,,,,NOK,,IGDLRR210LU,https://www.proff.no/selskap/adecco-industri-as-avd-stavanger/stavanger/arbeidskrafttjenester/IGDLRR210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/987794828,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'928788962,SAS Link Crew Services Norge Filial Nuf,SAS Link Crew Services Norge Filial Nuf,,,,,Roald Amundsens veg 1,2060,Gardermoen,Ullensaker,Akershus,Østlandet,156,,,,,NOK,,IFD1Q5610LU,https://www.proff.no/selskap/sas-link-crew-services-norge-filial-nuf/gardermoen/arbeidskrafttjenester/IFD1Q5610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/928788962,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'919263164,Euroressurs AS avd Haugalandet,Euroressurs AS avd Haugalandet,'+4790151675,,kha@euroressurs.com,https://www.euroressurs.com,Førresvegen 10,5563,Førresfjorden,Tysvær,Rogaland,Vestlandet,,,,,,NOK,,IFGUILZ10LU,https://www.proff.no/selskap/euroressurs-as-avd-haugalandet/f%C3%B8rresfjorden/arbeidskrafttjenester/IFGUILZ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/919263164,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'913798317,Ramudden Norge AS avd Vest,Ramudden Norge AS avd Vest,'92222870,'92222870,,,Lønningsflaten 39,5258,Blomsterdalen,Bergen,Vestland,Vestlandet,52,,,,,NOK,,IGGHVV710LU,https://www.proff.no/selskap/ramudden-norge-as-avd-vest/blomsterdalen/arbeidskrafttjenester/IGGHVV710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913798317,,77.320,Utleie og leasing av bygge- og anleggsmaskiner og -utstyr,AS,Aktiv
'948762404,Randstad Førde,Randstad AS avd Førde,'40021564,'40021564,info@randstad.no,https://www.randstad.no,Øyrane 3 A,6800,Førde,Sunnfjord,Vestland,Vestlandet,72,,,,,NOK,,IGI296S10LU,https://www.proff.no/selskap/randstad-f%C3%B8rde/f%C3%B8rde/arbeidskrafttjenester/IGI296S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/948762404,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'832529982,Knutsen OAS Shipping AS,Knutsen Oas Shipping AS,'52704000,'52704000,firmapost@knutsenoas.com,https://knutsenoas.com/,Smedasundet 40,5529,Haugesund,Haugesund,Rogaland,Vestlandet,155,Synnøve Seglem,Daglig leder,454926,186502,NOK,,IDRO08U10LU,https://www.proff.no/selskap/knutsen-oas-shipping-as/haugesund/arbeidskrafttjenester/IDRO08U10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/832529982,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'986550909,PVS Tromsø,Pedagogisk Vikarsentral AS avd Tromsø,'77655060,'77655060,oslo@pvs.no,https://www.pvs.no,Vestregata 33,9008,Tromsø,Tromsø,Troms,Nord-Norge,137,,,,,NOK,,IGCNGUJ10LU,https://www.proff.no/selskap/pvs-troms%C3%B8/troms%C3%B8/arbeidskrafttjenester/IGCNGUJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/986550909,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'967554855,Haugesund Skips & Offshore Service AS,Haugesund Skips og Offshore Service AS,'52706230,'52706230,,,Longhammarvegen 7,5536,Haugesund,Haugesund,Rogaland,Vestlandet,226,Marthe Kristine Olufsen Vika,Daglig leder,422955,7907,NOK,,IG0223R10LU,https://www.proff.no/selskap/haugesund-skips-offshore-service-as/haugesund/arbeidskrafttjenester/IG0223R10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/967554855,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'994637282,Sikker Bemanning AS avd Sibe Anlegg,Sikker Bemanning AS avd Sibe Anlegg,,,post@sibe.no,https://www.sibe.no,Maridalsveien 300,0872,Oslo,Oslo,Oslo,Østlandet,603,,,,,NOK,,IFAML6V10LU,https://www.proff.no/selskap/sikker-bemanning-as-avd-sibe-anlegg/oslo/arbeidskrafttjenester/IFAML6V10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/994637282,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'990590486,Agr Consultancy Services AS,Agr Consultancy Services AS,'24061000,'24061000,tvs@agr.com,https://www.agr.com,Jåttåvågveien 10,4020,Stavanger,Stavanger,Rogaland,Vestlandet,58,Thomas Veseth Saue,Daglig leder,418352,14587,NOK,,IGDRSIE10LU,https://www.proff.no/selskap/agr-consultancy-services-as/stavanger/arbeidskrafttjenester/IGDRSIE10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/990590486,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'984570015,Centerpoint AS,Centerpoint AS,'22479400,'22479400,post@centerpoint.no,https://www.centerpoint.no,Rosenholmveien 25,1414,Trollåsen,Nordre Follo,Akershus,Østlandet,14,Jon Jakob Grova,Daglig leder,409824,52375,NOK,,IGA6R3310LU,https://www.proff.no/selskap/centerpoint-as/troll%C3%A5sen/arbeidskrafttjenester/IGA6R3310LU,https://virksomhet.brreg.no/nb/oppslag/enheter/984570015,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'918523480,Rtc Consultancy AS,Rtc Consultancy AS,'35594000,'35594000,post@rtcoffshore.no,https://www.rtcoffshore.no,Uniongata 18,3732,Skien,Skien,Telemark,Østlandet,648,Granit Shala,Daglig leder,376524,19867,NOK,,IF6V59410LU,https://www.proff.no/selskap/rtc-consultancy-as/skien/arbeidskrafttjenester/IF6V59410LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918523480,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'916794223,Läkarleasing Sverige Nuf,Läkarleasing Sverige Nuf,,,,,"S:t Göransgatan 57, 6 trp SE-112 38 STOCKHOLM",,,,,,,Nils Petter Robert Sylvan Ehrner,Daglig leder,374155,-15664,SEK,,IF5U2Y710LU,https://www.proff.no/selskap/l%C3%A4karleasing-sverige-nuf/-/arbeidskrafttjenester/IF5U2Y710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916794223,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'959718393,Langset Solutions AS avd Sande,Langset Solutions AS avd Sande,'+4771214880,,post@langset.no,,Holtane,6082,Gursken,Sande i Møre Og Romsdal,Møre og Romsdal,Vestlandet,569,,,,,NOK,,IFHVXGI10LU,https://www.proff.no/selskap/langset-solutions-as-avd-sande/gursken/arbeidskrafttjenester/IFHVXGI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/959718393,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'991808094,Multi Murerservice AS,Dkm Services AS,'52716003,'52716003,,,Fotvegen 8 A,4250,Kopervik,Karmøy,Rogaland,Vestlandet,589,Fatich Dikme,Daglig leder,362970,19757,NOK,,IGEHW0U10LU,https://www.proff.no/selskap/multi-murerservice-as/kopervik/arbeidskrafttjenester/IGEHW0U10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/991808094,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'986076905,Technogarden AS avd Stavanger,Technogarden AS avd Stavanger,'+4767571000,,firmapost@technogarden.no,https://www.technogarden.no,Grenseveien 21,4313,Sandnes,Sandnes,Rogaland,Vestlandet,,,,,,NOK,,IGHV81Y10LU,https://www.proff.no/selskap/technogarden-as-avd-stavanger/sandnes/arbeidskrafttjenester/IGHV81Y10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/986076905,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'987560274,Toptemp AS avd Rogaland,Toptemp AS avd Rogaland,'+4723365500,,adm@toptemp.no,https://www.toptemp.no,Luramyrveien 12,4313,Sandnes,Sandnes,Rogaland,Vestlandet,,,,,,NOK,,IGI246210LU,https://www.proff.no/selskap/toptemp-as-avd-rogaland/sandnes/arbeidskrafttjenester/IGI246210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/987560274,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'916487614,FH CONTRACTORS NORGE AS,Fh Contractors Norge AS,'91558912,'91558912,,,Harestadveien 77 A,4072,Randaberg,Randaberg,Rogaland,Vestlandet,333,Henrik Buurskov,Daglig leder,350727,8205,NOK,,IF5NIDA10LU,https://www.proff.no/selskap/fh-contractors-norge-as/randaberg/arbeidskrafttjenester/IF5NIDA10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/916487614,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'980429059,Randstad Care AS,Randstad Care AS,'22500100,'22500100,info@randstad.no,https://www.randstad.no,Kristian Augusts gate 15 C,0164,Oslo,Oslo,Oslo,Østlandet,462,Marianne Børrehaug Hagen,Daglig leder,349131,13246,NOK,,IG7PZWJ10LU,https://www.proff.no/selskap/randstad-care-as/oslo/arbeidskrafttjenester/IG7PZWJ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/980429059,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'987794666,Adecco Group Norway AS avd Lillestrøm,Adecco Group Norway AS avd Lillestrøm,,,,,Stortorget 28,2000,Lillestrøm,Lillestrøm,Akershus,Østlandet,10,,,,,NOK,,IEP49ZK10LU,https://www.proff.no/selskap/adecco-group-norway-as-avd-lillestr%C3%B8m/lillestr%C3%B8m/arbeidskrafttjenester/IEP49ZK10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/987794666,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'959934924,Adecco Solutions AS avd Skei i Jølster,Adecco Solutions AS avd Skei i Jølster,'+4723290000,,,,Vikavegen 1,6843,Skei I Jølster,Sunnfjord,Vestland,Vestlandet,35,,,,,NOK,,IETSNEO10LU,https://www.proff.no/selskap/adecco-solutions-as-avd-skei-i-j%C3%B8lster/skei-i-j%C3%B8lster/arbeidskrafttjenester/IETSNEO10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/959934924,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'993278467,ECURA CARE AS,Ecura Care AS avd Oslo,'41249054,'41249054,care@ecura.no,https://ecuracare.no/,Østensjøveien 14 A,0661,Oslo,Oslo,Oslo,Østlandet,504,,,,,NOK,,IGFE5RQ10LU,https://www.proff.no/selskap/ecura-care-as/oslo/arbeidskrafttjenester/IGFE5RQ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/993278467,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'933170675,Aurora 1 AS,Aurora 1 AS,,,,,Østre Strandgate 56 B,4608,Kristiansand S,Kristiansand,Agder,Sørlandet,224,,,,,NOK,,IFFLDK210LU,https://www.proff.no/selskap/aurora-1-as/kristiansand-s/arbeidskrafttjenester/IFFLDK210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/933170675,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'918849998,Dof Subsea Norway Offshore AS,Dof Subsea Norway Offshore AS,,,management@dof.com,https://www.dof.com,Thormøhlens gate 53 C,5006,Bergen,Bergen,Vestland,Vestlandet,180,Dag Raymond Rasch,Daglig leder,315392,2036,NOK,,IF7257210LU,https://www.proff.no/selskap/dof-subsea-norway-offshore-as/bergen/arbeidskrafttjenester/IF7257210LU,https://virksomhet.brreg.no/nb/oppslag/enheter/918849998,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'913164776,RTC OFFSHORE AS,Rtc Offshore AS,'35594000,'35594000,post@rtcoffshore.no,https://www.rtcoffshore.no,Uniongata 18,3732,Skien,Skien,Telemark,Østlandet,408,Granit Shala,Daglig leder,313870,14378,NOK,,IF3OAG810LU,https://www.proff.no/selskap/rtc-offshore-as/skien/arbeidskrafttjenester/IF3OAG810LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913164776,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'996235149,Altera Infrastructure Production Crew AS,Altera Infrastructure Production Crew AS,,,,,Brattørkaia 17 A,7010,Trondheim,Trondheim,Trøndelag,Midt-Norge,42,Martin Spencer King,Daglig leder,311358,14234,NOK,,IGH4RYL10LU,https://www.proff.no/selskap/altera-infrastructure-production-crew-as/trondheim/arbeidskrafttjenester/IGH4RYL10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/996235149,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'989912151,Focus Care AS avd Kirkenes,Focus Care AS avd Kirkenes,'92264983,'92264983,post@focuscare.no,https://www.focuscare.no,Dr. Wessels gate 2,9900,Kirkenes,Sør-Varanger,Finnmark,Nord-Norge,,,,,,NOK,,IGH4TRI10LU,https://www.proff.no/selskap/focus-care-as-avd-kirkenes/kirkenes/arbeidskrafttjenester/IGH4TRI10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/989912151,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'952603957,Noble Drilling Norge AS avd Onshore,Noble Drilling Norge AS avd Onshore,'+4752017000,,,,Moseidveien 19,4033,Stavanger,Stavanger,Rogaland,Vestlandet,41,,,,,NOK,,IG40E7S10LU,https://www.proff.no/selskap/noble-drilling-norge-as-avd-onshore/stavanger/arbeidskrafttjenester/IG40E7S10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/952603957,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'981135156,Techconsult AS avd Bergen,Techconsult AS avd Bergen,'+4755708000,,post@techconsult.no,https://www.techconsult.no,Solheimsgaten 15,5058,Bergen,Bergen,Vestland,Vestlandet,22,,,,,NOK,,IEKLWLE10LU,https://www.proff.no/selskap/techconsult-as-avd-bergen/bergen/arbeidskrafttjenester/IEKLWLE10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/981135156,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'997723651,Aap Aviation AS,Aap Aviation AS,'67591499,'67591499,cc@aapaviation.com,http://www.aapaviation.com/,Strandveien 50,1366,Lysaker,Bærum,Akershus,Østlandet,,Fredrik Grorud Øygard,Daglig leder,293575,16718,NOK,,IGI0OHV10LU,https://www.proff.no/selskap/aap-aviation-as/lysaker/arbeidskrafttjenester/IGI0OHV10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/997723651,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'915864988,Jobbkretser AS avd Utleie av Arbeidskraft,Jobbkretser AS avd Utleie av Arbeidskraft,'+4755607875,,support@jobbkretser.no,https://www.jobbkretser.no,Alvøveien 154 B,5179,Godvik,Bergen,Vestland,Vestlandet,,,,,,NOK,,IF5BRNZ10LU,https://www.proff.no/selskap/jobbkretser-as-avd-utleie-av-arbeidskraft/godvik/arbeidskrafttjenester/IF5BRNZ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/915864988,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'880513192,Scanel International AS,Scanel International AS,'+4596223242,,info@scanel.dk,,Po Box 1,,Dk-9460 Brovst (DK),,,,1 - 4,,,,,NOK,,IG7RV5E10LU,https://www.proff.no/selskap/scanel-international-as/dk-9460-brovst-dk/arbeidskrafttjenester/IG7RV5E10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/880513192,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'990787328,JJS ProsjektPartner AS,Jjs Prosjektpartner AS avd Stavanger,'40007081,'40007081,postpp@propartner.no,https://www.prosjektpartner.biz,Moseidveien 1,4033,Stavanger,Stavanger,Rogaland,Vestlandet,194,,,,,NOK,,IGI8L9610LU,https://www.proff.no/selskap/jjs-prosjektpartner-as/stavanger/arbeidskrafttjenester/IGI8L9610LU,https://virksomhet.brreg.no/nb/oppslag/enheter/990787328,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'971412119,Subsea 7 Pipeline Production Ltd Nuf,Subsea 7 Pipeline Production Ltd Nuf,'01224526000,'01224526000,ir@subsea7.com,https://www.subsea7.com,Kanalsletta 9,4033,Stavanger,Stavanger,Rogaland,Vestlandet,,,,255523,6401,NOK,,IG2CQDZ10LU,https://www.proff.no/selskap/subsea-7-pipeline-production-ltd-nuf/stavanger/arbeidskrafttjenester/IG2CQDZ10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/971412119,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,NUF,Aktiv
'925570877,BONLIVA AS,Bonliva AS,'47514955,'47514955,post@bonliva.no,https://www.bonliva.no,Munkedamsveien 53 B,0250,Oslo,Oslo,Oslo,Østlandet,651,Gustaf Leopold Brandelius,Daglig leder,255052,2388,NOK,,IFB272510LU,https://www.proff.no/selskap/bonliva-as/oslo/arbeidskrafttjenester/IFB272510LU,https://virksomhet.brreg.no/nb/oppslag/enheter/925570877,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'983077196,Dedicare Doctor AS,Dedicare Doctor AS,'74804070,'74804070,lisa.dybvad@dedicare.no,https://www.dedicare.no,Kjøpmannsgata 24 C,7500,Stjørdal,Stjørdal,Trøndelag,Midt-Norge,179,Lene Langås Ødegård,Daglig leder,253330,10501,NOK,,IG9AR7W10LU,https://www.proff.no/selskap/dedicare-doctor-as/stj%C3%B8rdal/arbeidskrafttjenester/IG9AR7W10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/983077196,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'991233083,Din Bemannings Partner AS avd Nærbø,Din Bemannings Partner AS avd Nærbø,'+4745000900,,jon@db-partner.no,,Næringsvegen 23,4365,Nærbø,Hå,Rogaland,Vestlandet,,,,,,NOK,,IGHJHPG10LU,https://www.proff.no/selskap/din-bemannings-partner-as-avd-n%C3%A6rb%C3%B8/n%C3%A6rb%C3%B8/arbeidskrafttjenester/IGHJHPG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/991233083,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'913912462,Semco Maritime Drift,Semco Maritime Drift,,,,,Grenseveien 19,4313,Sandnes,Sandnes,Rogaland,Vestlandet,151,,,,,NOK,,IF46ZTO10LU,https://www.proff.no/selskap/semco-maritime-drift/sandnes/arbeidskrafttjenester/IF46ZTO10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/913912462,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'990659788,StudentConsulting Norge AS,Studentconsulting Norge AS,'23897555,'23897555,,,Kongens gate 14,0153,Oslo,Oslo,Oslo,Østlandet,896,Tord Johan Tobias Lindfors,Daglig leder,237511,3883,NOK,,IGDT9ZG10LU,https://www.proff.no/selskap/studentconsulting-norge-as/oslo/arbeidskrafttjenester/IGDT9ZG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/990659788,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'997015894,Finance People AS,Finance People AS,'93480266,'93480266,andre@financepeople.no,https://www.financepeople.no,Ruseløkkveien 30,0251,Oslo,Oslo,Oslo,Østlandet,54,Andre Herlofsen,Daglig leder,235249,48722,NOK,,IGHLIDY10LU,https://www.proff.no/selskap/finance-people-as/oslo/arbeidskrafttjenester/IGHLIDY10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/997015894,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'920321585,Level Offshore AS,Level Offshore AS,'38809403,'38809403,,,Industrigata 25,5537,Haugesund,Haugesund,Rogaland,Vestlandet,42,John Emil Hauge,Daglig leder,231125,34409,NOK,,IF7XOOH10LU,https://www.proff.no/selskap/level-offshore-as/haugesund/arbeidskrafttjenester/IF7XOOH10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/920321585,,78.100,Rekruttering og formidling av arbeidskraft,AS,Aktiv
'928148947,Floatel Crew AS,Floatel Crew AS,,,,,Dronning Eufemias gate 8,0191,Oslo,Oslo,Oslo,Østlandet,165,Per Martin Marzelius,Daglig leder,228609,13598,NOK,,IFCLGB710LU,https://www.proff.no/selskap/floatel-crew-as/oslo/arbeidskrafttjenester/IFCLGB710LU,https://virksomhet.brreg.no/nb/oppslag/enheter/928148947,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'911632519,Logent AS avd Vestby,Logent AS avd Vestby,'90572883,'90572883,,,Mølleveien 4,1540,Vestby,Vestby,Akershus,Østlandet,300,,,,,NOK,,IG9EFB110LU,https://www.proff.no/selskap/logent-as-avd-vestby/vestby/arbeidskrafttjenester/IG9EFB110LU,https://virksomhet.brreg.no/nb/oppslag/enheter/911632519,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'996674347,Eterni Norge AS avd Oslo,Eterni Norge AS avd Oslo,,,,,Innspurten 1 C,0663,Oslo,Oslo,Oslo,Østlandet,175,,,,,NOK,,IGDW48X10LU,https://www.proff.no/selskap/eterni-norge-as-avd-oslo/oslo/arbeidskrafttjenester/IGDW48X10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/996674347,,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
'988232637,Workshop Bemanning & Kompetanse AS avd Østfold,Workshop Bemanning & Kompetanse AS avd Østfold,'+4721503090,,post@workshop.no,https://www.workshop.no,Gneisveien 12,3221,Sandefjord,Sandefjord,Vestfold,Østlandet,22,,,,,NOK,,IF35ZVG10LU,https://www.proff.no/selskap/workshop-bemanning-kompetanse-as-avd-%C3%B8stfold/sandefjord/arbeidskrafttjenester/IF35ZVG10LU,https://virksomhet.brreg.no/nb/oppslag/enheter/988232637,OK,78.200,Utleie av arbeidskraft og andre personaladministrative tjenester,AS,Aktiv
