No.,Cong ty,Chuc danh,Nguoi lien he,SDT,Lien He,Email,Lien He mail,Dia chi,Luong,Ngay dang,Han tuyen,Check gui,Last Subject,Last Body HTML,Trang thai Reply,Lan Follow-up,Ngay Follow-up gan nhat,Mailbox da dung,Category,Link FB
109,AUTA ApS,,,+4571740707,https://www.proff.dk/firma/auta-aps/skovlunde/arbejdskrafts-tjenester/0P4U6VI10LU,kontakt@auta.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
110,Brøndby,,,+4525652770,https://www.proff.dk/firma/br%C3%B8ndby/ish%C3%B8j/arbejdskrafts-tjenester/H2N3QSI10LU,kgs@copenhagency.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
111,Superior International ApS,,,+4570404049,https://www.proff.dk/firma/superior-international-aps/esbjerg/arbejdskrafts-tjenester/GZS2PSI10LU,js@supsou.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
112,Støtte & Vikar ApS,,,+4531173030,https://www.proff.dk/firma/st%C3%B8tte-vikar-aps/herlev/arbejdskrafts-tjenester/0MYIEZI10LU,kontakt@pvi.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
113,GML A/S,,,,https://www.proff.dk/firma/gml-as/kolding/arbejdskrafts-tjenester/0JOY3TI10LU,info@gml-hr.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
114,Boyden A/S,,,+4570262261,https://www.proff.dk/firma/boyden-as/aarhus-c/arbejdskrafts-tjenester/0NPKDLI10LU,hharbo@boyden.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
115,S.T.O.P. A/S,,,+4571993775,https://www.proff.dk/firma/s.t.o.p.-as/lemming/arbejdskrafts-tjenester/0K7PVTI10LU,mail@s-t-o-p.nu,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
116,Vikarservicesyd ApS,,,+4588185818,https://www.proff.dk/firma/vikarservicesyd-aps/toftlund/arbejdskrafts-tjenester/0MJL84I10LU,info@vikarservicesyd.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
117,Ekspres Vikar ApS,,,+4570251517,https://www.proff.dk/firma/ekspres-vikar-aps/kolding/arbejdskrafts-tjenester/H01Z4XI10LU,finans@ekspresvikar.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
118,TOPTEMP ApS,,,+4576500900,https://www.proff.dk/firma/toptemp-aps/vejle/arbejdskrafts-tjenester/0J7NQTI10LU,kontor@toptemp.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
119,Work4s ApS,,,+4553666800,https://www.proff.dk/firma/work4s-aps/vissenbjerg/arbejdskrafts-tjenester/0PECYSI10LU,info@work4s.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
120,ETP Energy ApS,,,,https://www.proff.dk/firma/etp-energy-aps/haslev/arbejdskrafts-tjenester/0N9FCZI10LU,i.borska@etpartners.pl,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
121,Temply ApS,,,+4570258741,https://www.proff.dk/firma/temply-aps/k%C3%B8benhavn-s/arbejdskrafts-tjenester/0MTWFAI10LU,bogholderi@temply.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
122,tm-rekruttering ApS,,,+4522979758,https://www.proff.dk/firma/tm-rekruttering-aps/s%C3%B8nderborg/arbejdskrafts-tjenester/0Q6OLYI10LU,mnnorup@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
123,JobButler ApS,,,+4530488484,https://www.proff.dk/firma/jobbutler-aps/k%C3%B8benhavn-sv/arbejdskrafts-tjenester/0N1VABI10LU,thomas@jobbutler.net,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
124,BFS Service ApS,,,+4550197364,https://www.proff.dk/firma/bfs-service-aps/frederikshavn/arbejdskrafts-tjenester/0LGR49I10LU,bobbyfarmserviceaps@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
125,SUNDVIKAR A/S,,,+4550203040,https://www.proff.dk/firma/sundvikar-as/birker%C3%B8d/arbejdskrafts-tjenester/0I5QBUI10LU,post@sundvikar.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
126,PO Contractors ApS,,,,https://www.proff.dk/firma/po-contractors-aps/skagen/arbejdskrafts-tjenester/0QDSZYI10LU,info@po-contractors.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
127,Kaveo Byggeservice ApS,,,,https://www.proff.dk/firma/kaveo-byggeservice-aps/k%C3%B8benhavn-s/arbejdskrafts-tjenester/0Q0XEEI10LU,info@kaveo.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
128,SCR ApS,,,+4560515115,https://www.proff.dk/firma/scr-aps/viby-j/arbejdskrafts-tjenester/0FCLIKI10LU,scrfreelance@scr.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
129,Komplex A/S,,,+4521731392,https://www.proff.dk/firma/komplex-as/hobro/arbejdskrafts-tjenester/H1XQC2I10LU,skr@norfolk.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
130,Vikar Konsulenterne ApS,,,+4526240246,https://www.proff.dk/firma/vikar-konsulenterne-aps/fredericia/arbejdskrafts-tjenester/0M6LD7I10LU,kk@vikarkonsulenterne.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
131,HUMANTRUST A/S,,,+4570200068,https://www.proff.dk/firma/humantrust-as/k%C3%B8benhavn-%C3%B8/arbejdskrafts-tjenester/H2A1H2I10LU,kontakt@humantrust.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
132,CB af 21. maj 2026 ApS,,,+4560980640,https://www.proff.dk/firma/cb-af-21.-maj-2026-aps/kjellerup/arbejdskrafts-tjenester/H03FFQI10LU,bogholderi@colbar.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
133,Helion B2B A/S,,,+4539457500,https://www.proff.dk/firma/helion-b2b-as/k%C3%B8benhavn-%C3%B8/arbejdskrafts-tjenester/GQX249I10LU,skh@abcity.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
134,Norden Services ApS,,,+4571564395,https://www.proff.dk/firma/norden-services-aps/s%C3%B8borg/arbejdskrafts-tjenester/0ND2HKI10LU,norden.services@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
135,Actief Teknik Bureauet ApS,,,44440225,https://www.proff.dk/firma/actief-teknik-bureauet-aps/fredericia/arbejdskrafts-tjenester/H2DIHGI10LU,info@actief-teknikbureauet.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
136,VikarStyrken.dk ApS,,,+4526857087,https://www.proff.dk/firma/vikarstyrken.dk-aps/glostrup/arbejdskrafts-tjenester/0OXRIUI10LU,info@vikarstyrken.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
137,Tessero Denmark A/S,,,+4533383200,https://www.proff.dk/firma/tessero-denmark-as/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0IEHF4I10LU,oekonomi@hays.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
138,Pop Administration Kalundborg,,,25474926,https://www.proff.dk/firma/pop-administration-kalundborg/kalundborg/arbejdskrafts-tjenester/H1LLX3I10LU,pannadonna@stofanet.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
139,Copenhagen Stage Crew ApS,,,+4550511003,https://www.proff.dk/firma/copenhagen-stage-crew-aps/k%C3%B8benhavn-v/arbejdskrafts-tjenester/0QJYCAI10LU,invoice@cphstagecrew.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
140,Fredericia,,,+4531319661,https://www.proff.dk/firma/fredericia/fredericia/arbejdskrafts-tjenester/H1AVGII10LU,meh@tajgacrew.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
141,Personale-huset ApS,,,+4569160500,https://www.proff.dk/firma/personale-huset-aps/greve/arbejdskrafts-tjenester/0QOC4OI10LU,kontakt@personale-huset.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
142,Selekt Vikar og Rekruttering ApS,,,+4570777075,https://www.proff.dk/firma/selekt-vikar-og-rekruttering-aps/skanderborg/arbejdskrafts-tjenester/0NX0SJI10LU,info@selekt.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
143,Vikar-Alliancen ApS,,,+4531623126,https://www.proff.dk/firma/vikar-alliancen-aps/k%C3%B8benhavn-s/arbejdskrafts-tjenester/0QS1VAI10LU,info@vikar-alliancen.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
144,JOB - LINK A/S,,,+4540602000,https://www.proff.dk/firma/job-link-as/charlottenlund/arbejdskrafts-tjenester/0KNMCII10LU,holm@job-link.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
145,Nexa Project A/S,,,+4541303031,https://www.proff.dk/firma/nexa-project-as/aalborg-sv/arbejdskrafts-tjenester/0R1JNRI10LU,info@nexaproject.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
146,MJ Slagteriservice ApS,,,,https://www.proff.dk/firma/mj-slagteriservice-aps/fjerritslev/arbejdskrafts-tjenester/0Q6C6NI10LU,jkokornum@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
147,ATHENEA ApS,,,+4526833305,https://www.proff.dk/firma/athenea-aps/tisvildeleje/arbejdskrafts-tjenester/GWJDWFI10LU,hmorck37@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
148,myWork Denmark ApS,,,,https://www.proff.dk/firma/mywork-denmark-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0R1LRNI10LU,markus.linhart@wemark.ch,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
149,PROSELECTION ApS,,,+4570227079,https://www.proff.dk/firma/proselection-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0J3QL8I10LU,kontakt@proselection.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
150,Psyk Vikarservice ApS,,,+4576756000,https://www.proff.dk/firma/psyk-vikarservice-aps/kolding/arbejdskrafts-tjenester/GZ1XDJI10LU,kontakt@psyk-vikarservice.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
151,BWES ApS,,,+4520777751,https://www.proff.dk/firma/bwes-aps/kalundborg/arbejdskrafts-tjenester/GWLKFCI10LU,fh@bwes.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
152,S.M Gruppen ApS,,,,https://www.proff.dk/firma/s.m-gruppen-aps/k%C3%B8ge/arbejdskrafts-tjenester/0QA702I10LU,saramelanii@hotmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
153,Specialteamet ApS,,,+4553833663,https://www.proff.dk/firma/specialteamet-aps/helsinge/arbejdskrafts-tjenester/0Q3UMXI10LU,info@specialteamet.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
154,Bluetemp.dk ApS,,,+4570605430,https://www.proff.dk/firma/bluetemp.dk-aps/aarhus-c/arbejdskrafts-tjenester/0PE8TBI10LU,info@bluetemp.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
155,InCite Robotics ApS,,,+4524408094,https://www.proff.dk/firma/incite-robotics-aps/odense-s/arbejdskrafts-tjenester/0OQN9FI10LU,mhn@inciterobotics.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
156,Venaris Executive Search ApS,,,+4531270239,https://www.proff.dk/firma/venaris-executive-search-aps/k%C3%B8benhavn-v/arbejdskrafts-tjenester/0OJGCCI10LU,mi@venaris.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
157,Resolut - Helt Rent ApS,,,+4528189193,https://www.proff.dk/firma/resolut-helt-rent-aps/aabybro/arbejdskrafts-tjenester/0Q7A7QI10LU,jarl@resolut.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
158,Unique Århus,,,+4533120055,https://www.proff.dk/firma/unique-%C3%A5rhus/aarhus-c/arbejdskrafts-tjenester/GTDRC7I10LU,acc@unique.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
159,Nazar & Co ApS,,,+4561222215,https://www.proff.dk/firma/nazar-co-aps/hiller%C3%B8d/arbejdskrafts-tjenester/0N3KNTI10LU,nazar-co.dk@hotmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
160,INTERSEC A/S,,,+4527111333,https://www.proff.dk/firma/intersec-as/gentofte/arbejdskrafts-tjenester/0JST07I10LU,ab@intersec.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
161,VKAREN.DK Fredericia,,,+4570152010,https://www.proff.dk/firma/vkaren.dk-fredericia/fredericia/arbejdskrafts-tjenester/GVQBB8I10LU,vkaren@vkaren.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
162,SoSu Vikaren ApS,,,+4528781095,https://www.proff.dk/firma/sosu-vikaren-aps/fredericia/arbejdskrafts-tjenester/0OT7FFI10LU,kontakt@sosuvikaren.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
163,Global Vikar ApS,,,+4550330500,https://www.proff.dk/firma/global-vikar-aps/stenl%C3%B8se/arbejdskrafts-tjenester/0LUBQVI10LU,mb@globalvikar.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
164,AH Manpower ApS,,,+4561516060,https://www.proff.dk/firma/ah-manpower-aps/aabenraa/arbejdskrafts-tjenester/0NFRXNI10LU,info@ah-manpower.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
165,AGERSKOV VIKARBUREAU ApS,,,,https://www.proff.dk/firma/agerskov-vikarbureau-aps/kolding/arbejdskrafts-tjenester/0D046WI10LU,kennethvikar@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
166,DANSK SVEJSE- OG RØRMONTAGE ApS,,,,https://www.proff.dk/firma/dansk-svejse-og-r%C3%B8rmontage-aps/sk%C3%A6lsk%C3%B8r/arbejdskrafts-tjenester/0G8YTCI10LU,info@dsrmontage.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
167,TN Service ApS,,,,https://www.proff.dk/firma/tn-service-aps/hj%C3%B8rring/arbejdskrafts-tjenester/0O69AJI10LU,torben@tn-s.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
168,DTD Projects - Egå,,,+4570202622,https://www.proff.dk/firma/dtd-projects-eg%C3%A5/eg%C3%A5/arbejdskrafts-tjenester/H1QSJRI10LU,oko@downthedrain.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
169,CAPAX RECRUITMENT ApS,,,+4570207510,https://www.proff.dk/firma/capax-recruitment-aps/nordhavn/arbejdskrafts-tjenester/0JP0O6I10LU,contact@capaxrecruitment.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
170,Admin Office ApS,,,+4572207017,https://www.proff.dk/firma/admin-office-aps/fredericia/arbejdskrafts-tjenester/H0K3FBI10LU,adof.aps@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
171,RBJ Mandskab ApS,,,+4560639126,https://www.proff.dk/firma/rbj-mandskab-aps/aabenraa/arbejdskrafts-tjenester/0NFU0ZI10LU,rbjmandskab@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
172,Green Alliance ApS,,,,https://www.proff.dk/firma/green-alliance-aps/s%C3%B8borg/arbejdskrafts-tjenester/GVJ5R7I10LU,asad@dukaan.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
173,Go-Nordic ApS,,,+4540162008,https://www.proff.dk/firma/go-nordic-aps/nyborg/arbejdskrafts-tjenester/0MLM9FI10LU,d068466@dadlnet.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
174,Tradecap Sundhedsservice ApS,,,+4528240404,https://www.proff.dk/firma/tradecap-sundhedsservice-aps/frederiksberg/arbejdskrafts-tjenester/GXJ9HZI10LU,info@tssbureau.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
175,Omsorg365 ApS,,,+4570605533,https://www.proff.dk/firma/omsorg365-aps/drag%C3%B8r/arbejdskrafts-tjenester/H1VAR3I10LU,kontakt@omsorg365.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
176,CITYCALLCENTER ApS,,,,https://www.proff.dk/firma/citycallcenter-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0FZLZTI10LU,info@citycallcenter.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
177,NHS MARITIME INDUSTRI ApS,,,+4540544706,https://www.proff.dk/firma/nhs-maritime-industri-aps/n%C3%B8rresundby/arbejdskrafts-tjenester/0K5U9TI10LU,info@nhsmaritimeindustri.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
178,CuraVikar ApS,,,+4520782222,https://www.proff.dk/firma/curavikar-aps/slagelse/arbejdskrafts-tjenester/0PYOM6I10LU,kontakt@curavikar.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
179,Cooljobs Care ApS,,,,https://www.proff.dk/firma/cooljobs-care-aps/k%C3%B8benhavn-s/arbejdskrafts-tjenester/0P8267I10LU,sm@cooljobscare.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
180,SAM Executive Search A/S,,,+4570220205,https://www.proff.dk/firma/sam-executive-search-as/kokkedal/arbejdskrafts-tjenester/GUIWSWI10LU,info@sam-int.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
181,Nem vikar Aps,,,+4527988855,https://www.proff.dk/firma/nem-vikar-aps/hvidovre/arbejdskrafts-tjenester/GZN2S1I10LU,info@nemvikar-aps.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
182,Hudson,,,+4570277733,https://www.proff.dk/firma/hudson/kolding/arbejdskrafts-tjenester/GSG8AKI10LU,dk@hudson.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
183,TempNorth Vikar ApS,,,+4551502851,https://www.proff.dk/firma/tempnorth-vikar-aps/snekkersten/arbejdskrafts-tjenester/0NOV5HI10LU,info@tempnorth.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
184,Workstaff P/S,,,,https://www.proff.dk/firma/workstaff-ps/bj%C3%A6verskov/arbejdskrafts-tjenester/H2NOHAI10LU,info@workstaff.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
185,MAMI Film Service K/S,,,+4561466330,https://www.proff.dk/firma/mami-film-service-ks/k%C3%B8benhavn-s/arbejdskrafts-tjenester/0Q7YVWI10LU,mille@cphcasting.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
186,BAY TRANSPORT APS,,,+4552402785,https://www.proff.dk/firma/bay-transport-aps/hvidovre/arbejdskrafts-tjenester/GXE92MI10LU,baytransport@outlook.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
187,Nordic Interim A/S,,,+4570226555,https://www.proff.dk/firma/nordic-interim-as/k%C3%B8benhavn-k/arbejdskrafts-tjenester/GO8UAWI10LU,info@nexus-interim.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
188,C Vikar ApS,,,+4525800202,https://www.proff.dk/firma/c-vikar-aps/aalborg-sv/arbejdskrafts-tjenester/0PEIFJI10LU,mh@connecgroup.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
189,NRG Denmark A/S,,,,https://www.proff.dk/firma/nrg-denmark-as/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0JIAF1I10LU,finance@nordicretailgroup.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
190,Kar+Co ApS,,,22928716,https://www.proff.dk/firma/karco-aps/ballerup/arbejdskrafts-tjenester/GVLFMFI10LU,fh@kar.co.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
191,PeopleFocus ApS,,,+4577301110,https://www.proff.dk/firma/peoplefocus-aps/n%C3%B8rresundby/arbejdskrafts-tjenester/0P9WLGI10LU,kontakt@peoplefocus.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
192,G M Universal ApS,,,+4552228599,https://www.proff.dk/firma/g-m-universal-aps/fr%C3%B8rup/arbejdskrafts-tjenester/0NBX82I10LU,genute65@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
193,Procur ApS,,,+4532151010,https://www.proff.dk/firma/procur-aps/glamsbjerg/arbejdskrafts-tjenester/GXY351I10LU,info@procur.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
194,Team Vendelbo Afd. Djursland ApS,,,+4540458190,https://www.proff.dk/firma/team-vendelbo-afd.-djursland-aps/viby-j/arbejdskrafts-tjenester/0OAQORI10LU,info@teamvendelbo.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
195,Northern Partners Contracting ApS,,,+4570605606,https://www.proff.dk/firma/northern-partners-contracting-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0POWF1I10LU,contact@northernpartners.eu,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
196,PROVITEC ApS,,,51230230,https://www.proff.dk/firma/provitec-aps/hadsund/arbejdskrafts-tjenester/0I06OAI10LU,finn.lange@provitec.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
197,TS Supportteam ApS,,,,https://www.proff.dk/firma/ts-supportteam-aps/randers-nv/arbejdskrafts-tjenester/0OGK6PI10LU,ts@ts-supportteam.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
198,SCOOP MODELS OF COPENHAGEN ApS,,,+4533141013,https://www.proff.dk/firma/scoop-models-of-copenhagen-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/09OO33I10LU,jesper@scoopmodels.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
199,Husbjerggaard Mandskabsudlejning ApS,,,+4522112012,https://www.proff.dk/firma/husbjerggaard-mandskabsudlejning-aps/sor%C3%B8/arbejdskrafts-tjenester/0O6H2YI10LU,emil@husbjerggaard.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
200,SD Scandinavia ApS,,,+4522343501,https://www.proff.dk/firma/sd-scandinavia-aps/frederikshavn/arbejdskrafts-tjenester/0PU4H6I10LU,sdscandinavia@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
201,Tjenerskolen ApS,,,+4526219905,https://www.proff.dk/firma/tjenerskolen-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0PF9J7I10LU,fm@tjenerskolen.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
202,Omega Service ApS,,,+4553754111,https://www.proff.dk/firma/omega-service-aps/k%C3%B8benhavn-v/arbejdskrafts-tjenester/0QZ0B9I10LU,info@omegas.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
203,Indsatskonsulenterne ApS,,,+4550952575,https://www.proff.dk/firma/indsatskonsulenterne-aps/nyk%C3%B8bing-f/arbejdskrafts-tjenester/0MVY0DI10LU,jannik1972@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
204,MANFLEX ApS,,,,https://www.proff.dk/firma/manflex-aps/br%C3%B8nsh%C3%B8j/arbejdskrafts-tjenester/0LJU9DI10LU,post@manflex.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
205,Karlsen Service ApS,,,,https://www.proff.dk/firma/karlsen-service-aps/fredericia/arbejdskrafts-tjenester/0N30R4I10LU,jesperkarlsen-sp@hotmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
206,Generate International Denmark ApS,,,,https://www.proff.dk/firma/generate-international-denmark-aps/k%C3%B8benhavn-k/arbejdskrafts-tjenester/0PA6H0I10LU,contractorcare@generate-fs.co.uk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
207,Strax Vikar ApS,,,+4549494932,https://www.proff.dk/firma/strax-vikar-aps/aarhus-v/arbejdskrafts-tjenester/H04P7OI10LU,info@straxvikar.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
208,Nextt & Mason A/S,,,+4543332780,https://www.proff.dk/firma/nextt-mason-as/k%C3%B8benhavn-%C3%B8/arbejdskrafts-tjenester/0HTM2YI10LU,chs@nexttandmason.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
209,RAVN Co-Pack ApS,,,+4531116669,https://www.proff.dk/firma/ravn-co-pack-aps/k%C3%B8benhavn-n/arbejdskrafts-tjenester/0Q0Y1NI10LU,info@ravn-bane.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
210,CONVISION A/S,,,,https://www.proff.dk/firma/convision-as/k%C3%B8benhavn-v/arbejdskrafts-tjenester/07VZJHI10LU,info@convision.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
211,DSC Global Rekruttering ApS,,,+4550164949,https://www.proff.dk/firma/dsc-global-rekruttering-aps/frederikshavn/arbejdskrafts-tjenester/0QZ6ZYI10LU,dscrekrutterind@gmail.com,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
212,DMO GROUP ApS,,,+4526781485,https://www.proff.dk/firma/dmo-group-aps/k%C3%B8benhavn-%C3%B8/arbejdskrafts-tjenester/0LGZQLI10LU,kundeservice@dmo-group.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
213,Vikarholdet.dk - Odense,,,+4531441706,https://www.proff.dk/firma/vikarholdet.dk-odense/odense-c/arbejdskrafts-tjenester/GZ9UF3I10LU,info@vikarholdet.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
214,Newjob.dk ApS,,,,https://www.proff.dk/firma/newjob.dk-aps/odense-c/arbejdskrafts-tjenester/0O7O2QI10LU,jr@newjob.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
215,Høgsbro+ ApS,,,+4550806212,https://www.proff.dk/firma/h%C3%B8gsbro-aps/k%C3%B8ge/arbejdskrafts-tjenester/GYAK3VI10LU,c.hoegsbro@h-plus.dk,,Du følger virksomheden,,,,OK,,,,,,,Arbejdskrafts tjenester,
