stt,ten_cong_ty,trang_thai_khop,ten_chinh_thuc_rekvizitai,ma_so_doanh_nghiep,ma_so_thue_vat,so_dien_thoai,email,website,nguoi_dai_dien,chuc_vu,so_nhan_vien,dia_chi_dang_ky,thanh_pho_dang_ky,ma_buu_chinh_dang_ky,nganh_nghe_dang_ky,rekvizitai_url,ma_phe_duyet_traces,so_luong_nganh_cap_phep,cac_nganh_hoat_dong,cac_hoat_dong_chi_tiet,dia_chi_traces,thanh_pho_traces,vung_tinh_traces,quoc_gia,tag_doanh_nghiep_maps,facebook_url,dia_chi_maps,nguon_enrich
62,GINTARO BIČKAUS ĮMONĖ RENGMĖ,MATCH,"Gintaro Bičkaus įmonė ""Rengmė""",144863899,LT448638917,+370 415 44050,,,Gintaras Bičkus,,,"Liubarto g. 19-1, LT-08118 Vilnius",Vilnius,LT-08118,"Didmeninė prekyba; Maisto produktai; Muitinių paslaugos, muitinės; Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/rengme_g_bickaus_imone/,LT29-15; LT 01-36 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,"KUPIŠKIO G.7, Šiauliai",Šiauliai,Siauliai County,Lithuania,,,,
63,"GL ""JŪROS VILKAS"" FV",NO_MATCH,,,,,,,,,,,,,,,21-32,1,FFP (Fishery products - EU),FV - Factory Vessel,Ukmergės g. 14,Klaipėda,Klaipeda County,Lithuania,,,,
64,"GL ""KARALIUS"" FV",NO_MATCH,,,,,,,,,,,,,,,21-31,1,FFP (Fishery products - EU),FV - Factory Vessel,Ukmergės g. 14,Klaipėda,Klaipeda County,Lithuania,,,,
65,Gelena Brokartienė,NO_MATCH,,,,,,,,,,,,,,,LT 79-007 Ž,1,FFP (Fishery products - EU),FFPP - Fresh Fishery Products Plant,Vilniaus mažoji g. 2B,Trakai,Vilnius County,Lithuania,,,,
66,"Groward group, UAB",MATCH,"Groward Group, UAB",302764932,LT100007083216,+370 612 61666,,http://groward.eu/,Generalinis direktorius Dainius Matijošaitis,,42,"Karaliaus Mindaugo pr. 38, LT-44307 Kaunas",Kaunas,LT-44307,Didmeninė prekyba; Eksportas; Grūdininkystė,https://rekvizitai.vz.lt/imone/vg_agroholding/,520001871; 190011857; 520001872,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,Kaunas County,Lithuania,,,,
67,Halina Levandovskaja,NO_MATCH,,,,,,,,,,,,,,,41-020 M,1,PM (Meat from poultry and lagomorphs),SH - Slaughterhouse,Upelio g. 1,Gineitiškės,Vilnius County,Lithuania,,,,
68,"IKI LOGISTIKOS CENTRAS ,UAB PALINK",NO_MATCH,,,,,,,,,,,,,,,LT66-03 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,"VAISVILČIŲ II K., UPYTĖS SEN.,,PANEVĖŽIO R. SAV., LT-38292",Panevėžys,Panevezys County,Lithuania,,,,
69,Ingrida Kirvaitienė,NO_MATCH,,,,,,,,,,,,,,,LT 39-05,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"M. Valančiaus g. 73, Vilkaviškis",Vilkaviškis,Marijampole County,Lithuania,,,,
70,IĮ Grenesta,MATCH,"Grenesta, IĮ",303989953,LT100009466414,+370 601 29755,,,Jelena Pukel,direktorė,11,"Daškūnų g. 15, Skaidiškių k., LT-13268 Vilniaus r.",Vilniaus r.,LT-13268,"Mėsa, mėsos produktai; Gamyba",https://rekvizitai.vz.lt/imone/grenesta/,LT 41-17,1,RPM (Meat products),PP - Processing Plant,Daškūnų g. 15,Skaidiškės,Vilnius County,Lithuania,,,,
71,IĮ Linolis,MATCH,"Linolis, IĮ",144759548,LT447595412,+370 698 27152,,,Algirdas Jarutis,,6,"Skalvių g. 3-8, LT-78222 Šiauliai",Šiauliai,LT-78222,"Mėsa, mėsos produktai; Didmeninė prekyba; Gamyba; Patalpų apdaila, remontas",https://rekvizitai.vz.lt/imone/linolis/,LT 54-04,1,RPM (Meat products),PP - Processing Plant,"Šilo Pavėžupio g.16, Laikšių k., Šaukėnų sen., Kelmės r. sav. LT-86422",Kelmė,Siauliai County,Lithuania,,,,
72,IĮ Sigmega,MATCH,"Sigmega, UAB",145543973,LT455439716,+370 41 581950,,,,,30,"V. Kudirkos g. 14B, Kuršėnai, LT-81184 Šiaulių r.",Šiaulių r.,LT-81184,Maisto parduotuvės; Mažmeninė prekyba,https://rekvizitai.vz.lt/imone/ii_sigmega/,LT 78-04 EB,1,RPM (Meat products),PP - Processing Plant,"Mokyklos g. 2, LT -88202, Kaunatava, Upynos sen., Telšių r. sav.",Kaunatava,Telsiai County,Lithuania,,,,
73,Juozas Burbulevičius,NO_MATCH,,,,,,,,,,,,,,,LT--69-03 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Lelijų g. 4, Giniūnai, Prienų r.",Giniūnai,Kaunas County,Lithuania,,,,
74,Juozo Žydelio IĮ,MATCH,Juozo Žydelio IĮ,300082694,LT100001436318,+370 342 51060,,,Aušra Žydelytė,,,"Šviesos g. 12, LT-70141 Vilkaviškis",Vilkaviškis,LT-70141,Maisto produktai,https://rekvizitai.vz.lt/imone/j_zydelio_ii/,LT 39-02,1,PM (Meat from poultry and lagomorphs),CP - Cutting Plant,"Rimgaudo g. 26, Vilkaviškis",Vilkaviškis,Marijampole County,Lithuania,,,,
75,KB Oxmeat,MATCH,"Oxmeat, KB",304178291,LT100009985311,+370 632 77772,,,Žilvinas Aidas Žilinskas,administracijos vadovas,7,"Švenčionių g. 114, Nemenčinė, LT-15168 Vilniaus r.",Vilniaus r.,LT-15168,"Mėsa, mėsos produktai; Gyvuliai, žvėrys, paukščiai ir jų veisimas; Maisto gamyba",https://rekvizitai.vz.lt/imone/oxmeat/,LT 41-02,2,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RPM (Meat products)",MP - Meat Preparation Plant | PP - Processing Plant,Švenčionių g. 114,Nemenčinė,Vilnius County,Lithuania,,,,
76,Kooperatyvas  Gera mėsa,MATCH,"Kooperatyvas ""Gera mėsa""",302331817,LT100004904812,+370 46 390222,,,Gintaras Valančius,,3,"Karklininkų g. 51, Karklės k., LT-92383 Klaipėdos r.",Klaipėdos r.,LT-92383,"Mėsa, mėsos produktai; Maisto produktai",https://rekvizitai.vz.lt/imone/gera_mesa_kooperatyvas/,63-01,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant | CP - Cutting Plant | PP - Processing Plant,"Tauragės apskr., Pagėgių sav., Stoniškių sen., Šilgaliai, Vilkos g. 2",Šilgaliai,Taurage County,Lithuania,,,,
77,Kristina Kučinskienė,NO_MATCH,,,,,,,,,,,,,,,LT 18-08,1,RM (Meat of domestic ungulates),SH - Slaughterhouse; CP - Cutting Plant,"Sasnos g. 5, Kantališkių k., Sasnavos  sen., Marijampolės sav.",Kantališkiai,Marijampole County,Lithuania,,,,
78,L. Šemetulskio IĮ,NO_MATCH,,,,,,,,,,,,,,,LT 55-31 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Draugystės g. 13, Girkaliai, Klaipėdos r.",Girkaliai,Klaipeda County,Lithuania,,,,
79,"LIT EGG, UAB",MATCH,"LIT EGG, UAB",305174577,LT100012496715,+370 615 84532,,,,,117,"Vyturio g. 2, Kaušėnų k., LT-90100 Plungės r.",Plungės r.,LT-90100,Maisto produktai,https://rekvizitai.vz.lt/imone/lit_egg/,68-70,1,EEP (Eggs and egg products),EPC - Egg-packing Centre,"Vyturio g.2, Plungės r. sav.",Kaušėnai,Telsiai County,Lithuania,,,,
80,"LT Medus, UAB",MATCH,"LT MEDUS, UAB",302475319,LT100005168319,+370 640 41144,,http://www.ltmedus.lt,,,3,"V. Putvinskio g. 45-16, Kaunas",Kaunas,LT-44243,Maisto parduotuvės; Maisto produktai,https://rekvizitai.vz.lt/imone/uab_lietuviskas_medus/,190006337,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr., Kauno r., Biruliškių k., Terminalo g. 6",Biruliškės,Kaunas County,Lithuania,,,,
81,Laima Rinkevičienė,NO_MATCH,,,,,,,,,,,,,,,LT 33-02,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Nemuno g. 56, Panemuninkų k., Alytaus sen., Alytaus r. sav.",Panemuninkai,Alytus County,Lithuania,,,,
82,Laimučio Palionio firma,MATCH,Laimučio Palionio firma,165243360,LT652433610,+370 318 51231,,,Laimutis Palionis,,14,"Mechanizatorių g. 17, Kapčiamiestis, LT-67313 Lazdijų r.",Lazdijų r.,LT-67313,"Gyvuliai, žvėrys, paukščiai ir jų veisimas; Maisto produktai; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/l_palionio_firma/,190011815,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Europos pr. 36, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
83,"Lavisos Lez terminalas, UAB",MATCH,"Lavisos Lez terminalas, UAB",135940713,LT100002254218,+370 37 068534,,http://www.lez-terminalas.lt,Vladas Šleževičius,,28,"Terminalo g. 6, Biruliškių k., LT-54469 Kauno r.",Kauno r.,LT-54469,Logistikos paslaugos; Importas,https://rekvizitai.vz.lt/imone/lavisos_lez_terminalas/,52-24,1,GEN (General activity establishment - EU),CS - Cold Stores; WM - Wholesale Market,"Terminalo g. 6, Kauno raj.",Kaunas,Kaunas County,Lithuania,,,,
84,Leono Kudirkos IĮ,NO_MATCH,,,,,,,,,,,,,,,LT 39-06,1,RPM (Meat products),PP - Processing Plant,"Nepriklausomybės g. 41, Kybartų k., Kybartų sen., Vilkaviškio r. sav.",Kybartai,Marijampole County,Lithuania,,,,
85,Litcargus; UAB,MATCH,"Litcargus, UAB",110530770,LT105307716,+370 5 2329290,,http://www.litcargus.lt,Generalinis direktorius Linas Vaškys,,408,"Rodūnios kel. 2, LT-02189 Vilnius",Vilnius,LT-02189,"Oro transportas, aviacija; Logistikos paslaugos",https://rekvizitai.vz.lt/imone/litcargus/,LT 01-16 EB,1,GEN (General activity establishment - EU),CS - Cold Stores,Rodūnios kelias 2,Vilnius,Vilnius County,Lithuania,,,,
86,"MAXIMA LT, UAB",MATCH,"Maxima LT, UAB",123033512,LT230335113,+370 800 20050,,http://www.maxima.lt,Kristupas Buzys,,10983,"Naugarduko g. 84, LT-03160 Vilnius",Vilnius,LT-03160,Maisto parduotuvės; Maisto produktai; Mažmeninė prekyba; Ūkio prekės,https://rekvizitai.vz.lt/imone/maxima_lt_uab/,01-22; 18-003; 19-42; 520001967; 190012170; 19-13; 19-17; LT 18-09; 19-16,4,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | GEN (General activity establishment - EU) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | MM - Minced Meat Plant | MP - Meat Preparation Plant; MM - Minced Meat Plant | WM - Wholesale Market | CP - Cutting Plant | PP - Processing Plant,Savanorių pr. 247,Vilnius,Vilnius County,Lithuania,,,,
87,"MB ""Gurmanas""",MATCH,"Gurmanas, MB",304382358,LT100010376713,+370 693 90704,,,Alvydas Karbauskas,direktorius,11,"Melioratorių g. 1C-1, Mažeikiai",Mažeikiai,LT-89145,"Mėsa, mėsos produktai; Gamyba; Maisto gamyba",https://rekvizitai.vz.lt/imone/gurmanas/,61-07,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | CP - Cutting Plant | PP - Processing Plant,"Melioratorių g. 1C-1, Mažeikiai. Mažeikių sen., Mažeikių r. sav., Telšių apskr.",Mažeikiai,Telsiai County,Lithuania,,,,
88,"MB ""Kiaulienos ūkis""",MATCH,"Kiaulienos ūkis, MB",306014426,LT100015264710,+370 646 95202,,,Dainius Klimaitis,,8,"Špokų g. 2, Varluvos k., Kauno r.",Kauno r.,LT-54341,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/kiaulienos_ukis/,LT 18-17 EB,1,RM (Meat of domestic ungulates),SH - Slaughterhouse,"Patašinės g. 44, Patašinės k., Marijampolės sen., Marijampolės sav.",Patašinė,Marijampole County,Lithuania,,,,
89,"MB ""Laigrida""",MATCH,"Laigrida, MB",305468504,,+370 652 18117,,,Ingrida Akucevičienė,,,"Gluosnių g. 1, Čyčkų k., LT-70376 Vilkaviškio r.",Vilkaviškio r.,LT-70376,"Mėsa, mėsos produktai; Maisto gamyba; Maisto produktai",https://rekvizitai.vz.lt/imone/laigrida/,LT 39-21,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Gluosnių g. 1, Čyčkų k., Šeimenos sen., Vilkaviškio r. sav.",Vilkaviškis,Marijampole County,Lithuania,,,,
90,"MB ""Mėsos klubas""",MATCH,"Mėsos klubas, MB",305617581,LT100014656518,+370 635 69619,,http://www.turgelisinamus.lt,Aurimas Gadeikis,direktorius,13,"Adomo Mickevičiaus g. 253, Buiniškių k., LT-14202 Vilniaus r.",Vilniaus r.,LT-14202,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/broliu_mesine/,41-22,3,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM) | RM (Meat of domestic ungulates) | RPM (Meat products)",MM - Minced Meat Plant; MP - Meat Preparation Plant | CP - Cutting Plant | PP - Processing Plant,"Vilniaus r. sav., Sudervės sen., Buiniškių k., Adomo Mickevičiaus g. 253",Buiniškės,Vilnius County,Lithuania,,,,
91,"MB ""Patented MT""",MATCH,"Patented MT, MB",306462237,,+370 672 89578,,https://www.patmedtech.com,,,,"Karaliaus Mindaugo g. 18, Rukla, LT-55285 Jonavos r.",Jonavos r.,LT-55285,"Tyrimai, ekspertizės",https://rekvizitai.vz.lt/imone/patented_mt/,46-18,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Jonavos r. sav., Jonavos sen., Jonava, Girelės g. 1C",Jonava,Kaunas County,Lithuania,,,,
92,"MB ""RADŪMA""",MATCH,"Radūma, MB",303361368,,+370 601 36308,,,Rasa Kubilienė,administracijos vadovas,,"Metalo g. 7, Kluonalių k., LT-97193 Kretingos r.",Kretingos r.,LT-97193,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/raduma/,LT 56-04 EB,1,RPM (Meat products),PP - Processing Plant,"Metalo g. 7, Kluonalių k., LT-97193 Kretingos r.",Kluonaliai,Klaipeda County,Lithuania,,,,
93,"MB ""Rojaus mėsytė""",NO_MATCH,,,,,,,,,,,,,,,LT52-37EB,1,RPM (Meat products),PP - Processing Plant,"Vandžiogalos pl.196, Eigirgalos k.  Domeikavos sen., Kauno r.",Eigirgalos k.,Kaunas County,Lithuania,,,,
94,"MB ""Spirgius""",MATCH,"Spirgius, MB",304453360,LT100010699419,+370 606 76353,,,Judita Kačiušienė,direktorė,5,"Kauno g. 1-10, Lekėčiai, LT-71226 Šakių r.",Šakių r.,LT-71226,Maisto parduotuvės,https://rekvizitai.vz.lt/imone/spirgius/,84-007V,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MM - Minced Meat Plant,"Kauno g. 1, Lekėčių k., Lekėčių sen., Šakių r. sav.",Lekėčiai,Marijampole County,Lithuania,,,,
95,"MB ""Suvalkijos mėsos gaminiai""",NO_MATCH,,,,,,,,,,,,,,,LT 18-10,2,RM (Meat of domestic ungulates) | RPM (Meat products),CP - Cutting Plant | PP - Processing Plant,"Parko g. 3, Narto k., Liudvinavo sen., Marijampolės sav.",Nartas,Marijampole County,Lithuania,,,,
96,"MB ,,Ostvalds fabrica""",NO_MATCH,,,,,,,,,,,,,,,LT49-11 P EB,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Jovarų g. 44, Liutonių k., Žiežmarių apyl. sen., Kaišiadorių r. sav., LT-56204",Liutonys,Kaunas County,Lithuania,,,,
97,"MB ,,Vidneras""",NO_MATCH,,,,,,,,,,,,,,,LT49-15EB,1,RPM (Meat products),PP - Processing Plant,"Vytauto Didžiojo g. 112A, Kaišiadorys, Kaišiadorių r. sav.",Kaišiadorys,Kaunas County,Lithuania,,,,
98,MB Aksnita,MATCH,"Aksnita, MB",305235934,LT100012591912,+370 694 28895,,,Tomas Maslauskas,,2,"S. Stanevičiaus g. 74-4, LT-07112 Vilnius",Vilnius,LT-07112,"Žuvininkystė, žuvies produktai",https://rekvizitai.vz.lt/imone/aksnita/,LT 01-074 Ž,1,FFP (Fishery products - EU),PP - Processing Plant,Liepkalnio g. 188,Vilnius,Vilnius County,Lithuania,,,,
99,MB Avidus,MATCH,"Avidus, MB",302892597,LT100009305315,+370 610 21500,,,,,,"Švenčionių g. 114, Nemenčinė, LT-15168 Vilniaus r.",Vilniaus r.,LT-15168,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/avidus/,LT 41-12,1,GM (Meat of farmed game),SH - Slaughterhouse,Švenčionių g. 114,Nemenčinė,Vilnius County,Lithuania,,,,
100,MB Bajorų mėsa,MATCH,"Bajorų mėsa, MB",304499991,LT100011388218,+370 670 61768,,https://bajorumesa.lt/,Česlav Bezliapovič,,5,"Taikos g. 5, Lyduokiai, LT-20387 Ukmergės r.",Ukmergės r.,LT-20387,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/bajoru_mesa/,LT 41-017 M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Pakovarniškių k., Marijampolio sen., Vilniaus r.",Pakovarniškės,Vilnius County,Lithuania,,,,
101,MB Brazių ūkis,MATCH,"Brazių ūkis, MB",304546156,LT100012287219,+370 652 59059,,,,,,"Vilniaus g. 29, Vievis, Elektrėnai",Elektrėnai,LT-21376,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/braziu_ukis/,LT 42-009,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Elektrėnų sav., Vievis, Vilniaus g. 29",Vievis,Vilnius County,Lithuania,,,,
102,MB Brolių mėsinė,NO_MATCH,,,,,,,,,,,,,,,LT 01-111 M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Kalvarijų g. 61,Vilnius,Vilnius County,Lithuania,,,,
103,MB Dumus,MATCH,"Dumus, MB",305279382,LT100013930013,+370 612 59888,,,Tomas Lazauskas,direktorius,,"Girulių g. 10, LT-12112 Vilnius",Vilnius,LT-12112,"Žuvininkystė, žuvies produktai; Maisto produktai",https://rekvizitai.vz.lt/imone/dumus/,LT 01-107 Ž,1,FFP (Fishery products - EU),PP - Processing Plant,Juodasis kelias 30,Vilnius,Vilnius County,Lithuania,,,,
104,MB Dūmykla,MATCH,"Dūmykla, MB",305553755,,+370 612 93727,,,,,,"Vytauto g. 110-20, LT-76345 Šiauliai",Šiauliai,LT-76345,Kita veikla,https://rekvizitai.vz.lt/imone/dumykla/,01-105 M,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,Petro Baublio g. 1a,Vilnius,Vilnius County,Lithuania,,,,
105,"MB FOOD LT, UAB",MATCH,"MB Food Lt, UAB",302461508,LT100005049810,+370 620 40790,,,Andrius Beržinis,direktorius,4,"Pušyno skg. 1-2, Klaipėda",Klaipėda,LT-92266,"Maisto parduotuvės; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/mb_food_lt_uab/,520001537; 520001536,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Marijampolės g. 27, Pagiriai, Garliavos sen., Kauno r.",Pagiriai,Kaunas County,Lithuania,,,,
106,MB Grainis,MATCH,"Grainis, MB",303288920,LT100008677215,+370 614 57301,,http://www.mikrozalumynai.lt,Mindaugas Maziliauskas,direktorius,16,"Universiteto g. 8A, Akademija, LT-53341 Kauno r.",Kauno r.,LT-53341,"Daržininkystė, sodininkystė; Daržovės; Didmeninė prekyba; Mažmeninė prekyba",https://rekvizitai.vz.lt/imone/grainis/,520001369,1,SPR (Sprouts),PdP - Producing Plant,"Universiteto g. 8A, Akademija, LT-53341 Kaunas",Kaunas,Kaunas County,Lithuania,,,,
107,MB Grundalas,MATCH,"Grundalas, MB",168644013,LT686440113,+370 45 581041,,http://www.grundalas.lt,Vidmantas Želnys,,9,"J. Tilvyčio g. 124, Vaišvilčių II k., LT-38292 Panevėžio r.",Panevėžio r.,LT-38292,"Žuvininkystė, žuvies produktai; Gamyba",https://rekvizitai.vz.lt/imone/grundalas_k_zelnio_imone/,LT66-33 EB,1,FFP (Fishery products - EU),PP - Processing Plant,"Tilvyčio g. 124, Vaišvilčių II k., LT-38292",Vaišvilčiai II,Panevezys County,Lithuania,,,,
108,MB IMON ITAU,MATCH,"Imon itau, MB",305657978,LT100013573516,+370 616 23632,,,,,,"Bitininkų g. 43D-74, LT-46375 Kaunas",Kaunas,LT-46375,"Pienas, pieno produktai; Konsultacijų paslaugos",https://rekvizitai.vz.lt/imone/imon_itau/,190012355,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Kauno apskr. Kauno m. sav., Kaunas, Raudondvario pl. 162",Kaunas,Kaunas County,Lithuania,,,,
109,MB Ingamina,MATCH,"Ingamina, MB",304743253,LT100011385916,+370 670 10439,,,Inga Šamšonaitė,,2,"Jonažolių g. 15-79, Vilnius",Vilnius,LT-04136,Maisto gamyba; Gamyba; Kita veikla,https://rekvizitai.vz.lt/imone/ingamina/,LT 41-14 EB,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Sodų g. 1,",Dūkštos,Vilnius County,Lithuania,,,,
110,MB Kaimo mėsinė,MATCH,"Kaimo mėsinė, MB",304991455,LT100012353115,+370 672 52247,,,Žydrūnas Stankūnas,direktorius,5,"Dubysos g. 1, Bulavėnų k., LT-86211 Kelmės r.",Kelmės r.,LT-86211,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/kaimo_mesine/,LT 54-09,1,RPM (Meat products),PP - Processing Plant,"Šiluvos g.24, Tytuvėnai, Tytuvėnų sen., Kelmės r. sav. LT-86494",Kelmė,Siauliai County,Lithuania,,,,
111,MB Kindziulis,MATCH,"Kindziulis, MB",304772995,LT100011489717,+370 696 53000,,,Algirdas Antanavičius,,4,"Kirtimų g. 57A, LT-02244 Vilnius",Vilnius,LT-02244,"Maisto parduotuvės; Didmeninė prekyba; Maisto produktai; Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/kindziulis/,01-55,1,GEN (General activity establishment - EU),WM - Wholesale Market; CS - Cold Stores,"Kirtimų g. 57 A, Vilnius",Vilnius,Vilnius County,Lithuania,,,,
112,MB LILĖS SŪRIAI,MATCH,"Lilės sūriai, MB",304596853,LT100011404617,+370 611 39597,,,Lilija Liutkevičienė,direktorė,10,"Liepupio g. 1, Piliamanto k., LT-58331 Kėdainių r.",Kėdainių r.,LT-58331,"Pienas, pieno produktai",https://rekvizitai.vz.lt/imone/liles_suriai/,53-02P,1,"MMP (Raw milk, dairy products, colostrum and colostrum-based products)",PP - Processing Plant,"Liepupio g., 3, Piliamantas, Dotnuvos sen., Kėdainių r",Piliamantas,Kaunas County,Lithuania,,,,
113,MB LITHUANIAN BEE,MATCH,"Lithuanian bee, MB",305582486,LT100013254319,+370 686 02958,,,Aleksandras Pupkevičius,direktorius,8,"Postavų g. 82, Adutiškis, Švenčionių r.",Švenčionių r.,LT-18290,Mažmeninė prekyba,https://rekvizitai.vz.lt/imone/lithuanian_bee/,86-03,1,GEN (General activity establishment - EU),WM - Wholesale Market,"Postavų g. 82, Adutiškis, Adutiškio sen., Švenčionių r. sav.",Adutiškis,Utena County,Lithuania,,,,
114,MB Lašinukai,MATCH,"Lašinukai, MB",305331181,LT100012766218,+370 675 34999,,,Jaroslav Juralovič,direktorius,,"Jarmališkių g. 16, Jarmališkių k., LT-13241 Vilniaus r.",Vilniaus r.,LT-13241,"Mėsa, mėsos produktai",https://rekvizitai.vz.lt/imone/lasinukai/,LT 41-21,1,"MM (Minced meat, meat preparations and mechanically separated meat – MM, MP, MSM)",MP - Meat Preparation Plant,"Vilniaus r., Jarmališkių k. 7A",Jarmališkės,Vilnius County,Lithuania,,,,
115,MB Mantų statyba,MATCH,"Mantų statyba, MB",305060463,LT100012272917,+370 640 30007,,,Mantas Beržinis,direktorius,3,"Jonavos g. 20, LT-44262 Kaunas",Kaunas,LT-44262,Statyba,https://rekvizitai.vz.lt/imone/mantu_statyba/,19-18,1,FFP (Fishery products - EU),PP - Processing Plant,"Jonavos g. 68, Kaunas",Kaunas,Kaunas County,Lithuania,,,,
116,MB Margas lukštas,MATCH,"Margas lukštas, MB",304921421,,+370 613 44444,,,Jolanta Barysienė,,,"Marčiupio g. 42, Smiltynų II k., LT-54424 Kauno r.",Kauno r.,LT-54424,Maisto produktai,https://rekvizitai.vz.lt/imone/margas_lukstas/,52-20,1,EEP (Eggs and egg products),PP - Processing Plant,"Marčiupio g. 42, Smiltynų II k., Lapių sen., Kauno r.",Smiltynų II k.,Kaunas County,Lithuania,,,,
