stt,name,business_id,website,email,phone,address,postal_code,city,cities_all,province,keywords_found,offices_count,tol_code,tol_name,line_of_business,company_form,turnover_k_eur,employees,operating_profit_k_eur,facebook_url,linkedin_url,finder_url,tag_doanh_nghiep_maps,dia_chi_maps,nguon_enrich
61,AiCan Oy,2474647-2,https://www.aican.fi,info@aican.fi,050 351 6659,Hatanpään Valtatie 26,33100,TAMPERE,TAMPERE,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4256,8,33,,,https://www.finder.fi/yritys/2687992,,,
62,Alrekry Oy,1907700-8,https://www.alrekry.fi,alrekry@alrekry.fi,09 851 4466,Turkhaudantie 5,00700,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1461,5,81,,,https://www.finder.fi/yritys/183575,,,
63,Amiko Lahti Oy,2652320-5,https://www.amiko.fi,info@amiko.fi,050 527 6270,Hämeenkatu 13,15110,LAHTI,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3431,,38,,,https://www.finder.fi/yritys/3039387,,,
64,Amiko Vantaa Oy,2652321-3,https://www.amiko.fi,info@amiko.fi,040 715 5335,Pasilanraitio 7,00240,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4086,80,-164,,,https://www.finder.fi/yritys/3039388,,,
65,Antonin Routa Tmi,2932314-5,,antonin.routa@hotmail.com,044 299 6030,Rekolantie 54 B,01400,VANTAA,VANTAA,Keski-Suomen maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3240416,,,
66,Anytime Palvelut Oy,1770241-2,https://anytime.fi,toimisto@anytime.fi,,Ahertajankatu 12,04440,JÄRVENPÄÄ,JÄRVENPÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2368,32,80,,,https://www.finder.fi/yritys/324097,,,
67,Apupalvelut Karjula Oy,3256731-9,,apupalvelut.jaakkokarjula@outlook.com,,,,OULU,OULU,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,1,,,,https://www.finder.fi/yritys/3756192,,,
68,Oy Arctic Staff Service Ltd,2717781-8,https://www.arcticstaff.com,info@samiankkuri.com,040 772 7737,Alakorkalontie 393,96700,ROVANIEMI,ROVANIEMI,Lapin maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,509,12,3,,,https://www.finder.fi/yritys/3099454,,,
69,Arica Henkilöstövuokraus,2722626-1,,info@arica.fi,044 986 7277,Puttehevosentie 5,24800,HALIKKO,HALIKKO,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Yksityinen elinkeinonharjoittaja,,,,,,https://www.finder.fi/yritys/3102237,,,
70,Armstrong Next Oy,3414200-7,,annala@armstrong.fi,050 444 4455,Valssipadonraitti 3,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,753,5,3,,,https://www.finder.fi/yritys/4071635,,,
71,Arsenaali Oy,2870794-8,https://www.arsenaali.fi,hr@arsenaali.fi,020 730 9600,Niittyläntie 9,00620,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,10855,317,7,,,https://www.finder.fi/yritys/3196716,,,
72,Arwo Rekry Oy,3531408-5,https://www.arworekry.fi,miia@arworekry.fi,041 328 0459,Viinikankatu 47,33800,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,,,,,,https://www.finder.fi/yritys/4201280,,,
73,Atmosphere Oy,3187731-5,,atmosphereposti@gmail.com,,Hulikanperä 11,37570,LEMPÄÄLÄ,LEMPÄÄLÄ,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,37,2,3,,,https://www.finder.fi/yritys/3562403,,,
74,BJS Consulting Oy,3232378-7,,stefub@outlook.com,050 357 3718,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,29,,17,,,https://www.finder.fi/yritys/3648575,,,
75,Barona Lounais-Suomi Oy,2242000-6,https://barona.fi,info@barona.fi,020 198 3460,Yliopistonkatu 29 B,20100,TURKU,TURKU,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,322,6,271,,,https://www.finder.fi/yritys/2094384,,,
76,Benevan Oy,3208709-1,https://benevan.fi,toimisto@benevan.fi,,,15230,LAHTI,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2949,60,-22,,,https://www.finder.fi/yritys/3585636,,,
77,Biisoni Group Oy,2377044-6,https://www.biisoni.fi,info@biisoni.fi,,Hermannin rantatie 12 B,00580,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2986,489,737,,,https://www.finder.fi/yritys/2478048,,,
78,Birn+Partners Finland Oy,2629479-9,https://www.birn-partners.com,mmi@birn-partners.com,044 383 3333,Klovinpellontie 1-3,02180,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,1058,2,-30,,,https://www.finder.fi/yritys/2913474,,,
79,Bolt.Works Oy,2041555-3,https://www.bolt.works,myynti@bolt.works,040 071 8065,Atomitie 2 B,00370,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,97529,1946,-65,,,https://www.finder.fi/yritys/1519995,,,
80,Bondata Keski-Suomi Oy,2692336-4,https://www.innolink.fi,mikko.ulander@bondata.fi; marko.hietala@bondata.fi; emilia.lehtinen@bondata.fi; inna.jauhiainen@bondata.fi; katri.aberg@bondata.fi; petteri.halmela@bondata.fi; etta.partanen@bondata.fi; juha.jarvi@bondata.fi; pekka.torronen@bondata.fi; ari.vallin@bondata.fi; katja.helkala@bondata.fi; annarita.koli@bondata.fi; pekka.vuorela@bondata.fi; pasi.lahtinen@bondata.fi; laura.koskimies@bondata.fi; atte.pentikainen@bondata.fi,010 633 0200,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1197,28,86,,,https://www.finder.fi/yritys/3079342,,,Website
81,Bondata Länsi Oy,2622488-9,https://www.innolink.fi,mikko.ulander@bondata.fi; marko.hietala@bondata.fi; emilia.lehtinen@bondata.fi; inna.jauhiainen@bondata.fi; katri.aberg@bondata.fi; petteri.halmela@bondata.fi; etta.partanen@bondata.fi; juha.jarvi@bondata.fi; pekka.torronen@bondata.fi; ari.vallin@bondata.fi; katja.helkala@bondata.fi; annarita.koli@bondata.fi; pekka.vuorela@bondata.fi; pasi.lahtinen@bondata.fi; laura.koskimies@bondata.fi; atte.pentikainen@bondata.fi,010 633 0200,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3559,105,27,,,https://www.finder.fi/yritys/2925494,,,Website
82,Bondata Oulu Oy,2296972-8,https://www.bondata.fi,salla.kemppainen@bondata.fi,040 054 8811,Koulukatu 17,90100,OULU,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3259,41,,,,https://www.finder.fi/yritys/2261399,,,
83,Bondata Seinäjoki Oy,2501602-5,https://henkilostopalvelut.bondata.fi,seinajoki@bondata.fi,040 018 2668,Puskantie 12,60100,SEINÄJOKI,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2363,57,9,,,https://www.finder.fi/yritys/2776696,,,
84,Bondata Uusimaa Oy,3571309-4,https://www.bondata.fi,,,Itämerenkatu 5,00180,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,278,,-104,,,https://www.finder.fi/yritys/4242711,,,None
85,Brimus Oy,1822451-2,https://www.dogbrake.fi,info@it-parkki.fi,044 790 1309,Tilhikuja 2,90460,OULUNSALO,OULUNSALO,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,294,,,,,https://www.finder.fi/yritys/480005,,,
86,Carit Works Oy,3268237-6,https://www.caritworks.fi,mikko@caritworks.fi,040 154 4455,,,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,357,19,-54,,,https://www.finder.fi/yritys/3778841,,,
87,Carrot Pohjanmaa Oy,2236863-1,https://www.carrot.fi,info@carrot.fi,040 021 6657,Rauhankatu 4,65100,VAASA,VAASA,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2311,55,-90,,,https://www.finder.fi/yritys/2092316,,,
88,Clevry Business Services Oy,2555030-8,https://www.clevry.com/fi,,04642857 11,Annankatu 34,00100,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2542,29,,https://www.facebook.com/clevryCOM,,https://www.finder.fi/yritys/2820697,,,None
89,Clevry Finland Oy,2554996-4,https://www.clevry.com/fi,,04642857 11,Annankatu 34,00100,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2594,33,,https://www.facebook.com/clevryCOM,,https://www.finder.fi/yritys/2820695,,,None
90,Clevry International Oy,1937763-3,https://www.clevry.com/fi,,045 490 9017,Annankatu 34,00100,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4147,15,-1,https://www.facebook.com/clevryCOM,,https://www.finder.fi/yritys/735285,,,None
91,Clevry Talent Relations Oy,2554992-1,https://www.clevry.com/fi,,04642857 11,Annankatu 34,00100,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2072,16,,https://www.facebook.com/clevryCOM,,https://www.finder.fi/yritys/2820693,,,None
92,Collate Oy,3332023-8,https://www.collate.fi,benjamin@collate.fi,045 121 3913,,,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,41000,Talonrakentaminen,Henkilöstövuokraus,Osakeyhtiö,605,1,-9,,,https://www.finder.fi/yritys/3966199,,,
93,Craftman Oy,2421301-9,https://craftman.fi,miika.heikkinen@craftman.fi,040 015 3726,Limingantie 2 B 2,90400,OULU,OULU,Pohjois-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,7120,102,364,,,https://www.finder.fi/yritys/2563666,,,
94,Dobra Finland Oy Ab,2994719-3,https://dobrafinland.fi,info@dobrafinland.fi,044 787 8782,Asematie 1,68600,PIETARSAARI,PIETARSAARI,Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1961,48,-88,,,https://www.finder.fi/yritys/3286985,,,
95,Doctors by Eezy Oy,2682673-2,https://www.eezy.fi,,0649848277,Maistraatinportti 1,00240,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,988,7,-2,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/3069401,Rekrytoija,"Maistraatinportti 1, 00240 Helsinki, Suomi",None
96,DoveWorks Oy,3418780-3,https://www.doveworks.fi,info@doveworks.fi,,,,HYVINKÄÄ,HYVINKÄÄ,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,428,,62,,,https://www.finder.fi/yritys/4076768,,,
97,Dream Team AH Oy,3231434-6,https://www.dreamteamah.fi,info@dreamteamah.fi,044 984 9196,Kielotie 15 D 1,01300,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,57,,-65,,,https://www.finder.fi/yritys/3646379,,,
98,DuuniSawo Oy,3500934-7,https://www.eezy.fi,,040 352 0021,Tulliportinkatu 8,70100,KUOPIO,KUOPIO,Pohjois-Savon maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3154,76,22,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/4167549,,,None
99,EJ Mäenpää Oy,3426730-1,,ejmaenpaaoy@gmail.com,040 755 1055,,13210,HÄMEENLINNA,HÄMEENLINNA,Kanta-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,69,,-5,,,https://www.finder.fi/yritys/4083845,,,
100,EWP-Yhtiöt Oy,2346479-9,https://www.ewp.fi,esko.vattulainen@ewp.fi,045 127 0420,Niinitie 44 C 18,15560,NASTOLA,NASTOLA,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,289,,-23,,,https://www.finder.fi/yritys/2336272,,,
101,Easyshop Oy,1048885-5,https://www.ruukkicampers.fi,sami@anytime.fi,040 063 4446,,04500,KELLOKOSKI,KELLOKOSKI,Uudenmaan maakunta,Henkilöstövuokraus,1,47632,Polkupyörien ja muiden urheiluvälineiden vähittäiskauppa,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,200,2,1,,,https://www.finder.fi/yritys/1949387,,,
102,EeKoo Uusimaa Oy,3339708-3,,sayf_alaa@yahoo.com,040 771 2285,Kylväjänkuja 7 D 18,01630,VANTAA,VANTAA,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,73,,2,,,https://www.finder.fi/yritys/3976196,,,
103,Henkilöstöpalvelu Syrjälä Oy,1770293-0,https://www.eezy.fi,silja.syrjala@eezy.fi,050 917 8540,Hämeentie 2,30100,FORSSA,FORSSA; HÄMEENLINNA; LOIMAA,Kanta-Hämeen maakunta,Henkilöstövuokraus,3,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3287,72,15,,,https://www.finder.fi/yritys/432782,,,
104,Eezy Etelä-Pohjanmaa Oy,2799837-6,https://www.eezy.fi,,0649848277,Kauppakatu 5,60100,SEINÄJOKI,SEINÄJOKI,Etelä-Pohjanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,2689,55,1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/3153949,,,None
105,Eezy Henkilöstöpalvelut Oy,2632054-7,https://eezy.fi,hameenlinna.vmp@eezy.fi,050 917 8540,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE; FORSSA; HELSINKI; HUITTINEN; HYVINKÄÄ; HÄMEENLINNA; IISALMI; JOENSUU; JYVÄSKYLÄ; JÄRVENPÄÄ; KAJAANI; KANKAANPÄÄ; KANNUS; KEMI; KOKKOLA; KOTKA; KOUVOLA; KUOPIO; KÄRSÄMÄKI; LAITILA; LAPPEENRANTA; LOHJA; LOIMAA; MIKKELI; OULU; PORI; PORVOO; TAMMISAARI; RAUMA; RIIHIMÄKI; ROVANIEMI; SALO; SASTAMALA; SAVONLINNA; SEINÄJOKI; TURKU; UUSIKAUPUNKI; VAASA; YLIVIESKA,Pirkanmaan maakunta,Henkilöstövuokraus,39,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,10201,44,-19,,,https://www.finder.fi/yritys/3023076,,,
106,Rimark Oy,2283959-5,https://www.eezy.fi,lohja@eezy.fi,040 307 5405,Kauppakatu 4 b,08100,LOHJA,LOHJA; TAMMISAARI,Uudenmaan maakunta,Henkilöstövuokraus,2,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,3550,66,45,,,https://www.finder.fi/yritys/2242341,,,
107,Eezy Import Oy,2387380-8,https://www.eezy.fi,,0649848277,Lemminkäisenkatu 34,20520,TURKU,TURKU,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4159,66,198,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2702050,,,None
108,Eezy Industries Etelä Oy,2520496-6,https://eezy.fi,ilpo.toivonen@eezy.fi; anu.ilvonen@eezy.fi; terhi.mikkonen@eezy.fi,,Maistraatinportti 1,00240,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,6117,110,1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2758756,,,Website
109,Eezy Industries Länsi Oy,2592346-9,https://www.eezy.fi,ilpo.toivonen@eezy.fi; anu.ilvonen@eezy.fi; terhi.mikkonen@eezy.fi,,Lemminkäisenkatu 34,20520,TURKU,TURKU,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,5060,86,1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2922947,,,Website
110,Eezy Industries Pirkanmaa Oy,2817332-5,https://www.eezy.fi,ilpo.toivonen@eezy.fi; anu.ilvonen@eezy.fi; terhi.mikkonen@eezy.fi,,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1704,28,-4,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/3162111,,,Website
111,Eezy Jobs Länsi Oy,2389327-8,https://www.eezy.fi,terhi.mikkonen@eezy.fi; anu.ilvonen@eezy.fi; ilpo.toivonen@eezy.fi,0649848277,Lemminkäisenkatu 34,20520,TURKU,TURKU,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3141,55,1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2503203,,,Website
112,Eezy Jobs Pirkanmaa Oy,2468391-8,https://www.eezy.fi,terhi.mikkonen@eezy.fi; anu.ilvonen@eezy.fi; ilpo.toivonen@eezy.fi,0649848277,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE; VAASA,Pirkanmaan maakunta,Henkilöstövuokraus,2,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,868,15,1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2675707,,,Website
113,Troupex Oy,1047945-7,https://Https://eezy.fi/toimipisteet/lahti,sirpa.kilpelainen@eezy.fi,050 338 4881,Vesijärvenkatu 76,15140,LAHTI,LAHTI,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,4587,93,189,,,https://www.finder.fi/yritys/182118,,,
114,Eezy Palvelut Pirkanmaa Oy,2404238-7,https://www.eezy.fi,terhi.mikkonen@eezy.fi; anu.ilvonen@eezy.fi; ilpo.toivonen@eezy.fi,0649848277,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,6746,131,1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2540174,,,Website
115,Eezy Palvelut Uusimaa Oy,2673867-9,https://www.eezy.fi,terhi.mikkonen@eezy.fi; anu.ilvonen@eezy.fi; ilpo.toivonen@eezy.fi,0649848277,Maistraatinportti 1,00240,HELSINKI,HELSINKI,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,8510,147,-1,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/3061611,,,Website
116,Worklab Oy,3388860-8,https://www.eezy.fi,worklab@eezy.fi,,Rihkamakatu 2,06100,PORVOO,PORVOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,3303,62,76,,,https://www.finder.fi/yritys/4039495,,,
117,Eezy Staffing Oy,2448903-1,https://www.eezy.fi,ilpo.toivonen@eezy.fi; anu.ilvonen@eezy.fi; terhi.mikkonen@eezy.fi,0649848277,Åkerlundinkatu 11,33100,TAMPERE,TAMPERE,Pirkanmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,13100,86,-20,https://www.facebook.com/eezyoyj,,https://www.finder.fi/yritys/2654992,,,Website
118,Eilakaisla Palvelut Oy,2379503-7,https://www.eilakaisla.fi,palvelut@eilakaisla.fi,050 513 5157,Keilasatama 5,02150,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,723,16,9,,,https://www.finder.fi/yritys/2485599,,,
119,Farmastic Oy,2623689-8,https://www.farmastic.fi,info@farmastic.fi,010 338 7790,Maaherrankatu 27,70100,KUOPIO,KUOPIO,Päijät-Hämeen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,1677,,-67,,,https://www.finder.fi/yritys/2924700,,,
120,FastRekry Oy,3349050-1,,rekry@fastrekry.fi,040 176 7111,,02250,ESPOO,ESPOO,Uudenmaan maakunta,Henkilöstövuokraus,1,94110,Elinkeinoelämän ja työnantajajärjestöjen toiminta,Henkilöstövuokraus; Rekrytointi,Osakeyhtiö,97,4,-50,,,https://www.finder.fi/yritys/3987935,,,
121,Finders Seekers Oy,2913101-2,https://www.findersseekers.io,hello@findersseekers.io,050 430 7403,Maistraatinportti 1,00240,HELSINKI,HELSINKI,Uudenmaan maakunta,Henkilöstövuokraus,1,78100,Työnvälitystoiminta,Henkilöstövuokraus,Osakeyhtiö,1163,12,60,,,https://www.finder.fi/yritys/3226260,,,
122,Fintom Services Oy,2791953-5,,marko.hamalainen@fintom.fi,044 279 0057,,21110,NAANTALI,NAANTALI,Varsinais-Suomen maakunta,Henkilöstövuokraus,1,78200,Työvoiman vuokraus ja muu henkilöstön hankintapalvelutoiminta,Henkilöstövuokraus,Osakeyhtiö,628,3,59,,,https://www.finder.fi/yritys/3149068,,,
